yy;mm;dd;BAR;BIC;BOR;BGG;BRU;CAP;CER;CHI;CIV;COD;ENE;FOS;GEM;GRA;GRD;LAU;LIG;MNF;PAL;POR;PRD;SPN;SAN;TAL;TAR;TRI;UDI;VIV;FAE
1986;4;25;1.1;0;0;NA;0;0;0;0;0;0;2.3;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0.4;NA
1986;4;26;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;4;27;0;0;0;NA;0.8;0;0.2;0.4;0;0;0;0.2;0;0;0;0.2;0.4;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;4;28;27.4;1.4;8.6;NA;4;7;6.2;10.6;3;3.6;18.5;2.4;8.8;3.6;2.2;9.4;1.2;1.6;2.1;4;NA;NA;2.2;1.4;19;1.6;NA;2.7;NA
1986;4;29;14.1;4.7;6.4;NA;1.4;4.5;0.8;5.6;4.2;2;15.4;0.2;3.6;2.2;0.2;2.7;0.2;0.2;3.2;1.6;NA;NA;1.6;4.7;7.4;0;NA;4.5;NA
1986;4;30;1;0;0;NA;1;0;0.4;0;0;0.2;4.2;1.6;0;0.4;1.8;0;0.4;0.6;0.2;1;NA;NA;0.2;0;12.2;7.8;NA;0.4;NA
1986;5;1;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0.4;0;0;0;NA;0;NA
1986;5;2;0;0.8;0;NA;0;0;0;0;0;1.2;0;0;0;0;0;1.4;0.8;0;0;0;NA;NA;0.2;0.8;4.4;0;NA;0;NA
1986;5;3;2;0;0.2;NA;2.6;0.9;0;5;0;2.4;0.2;0;0;0;0;0;0;2;0;0.2;NA;NA;0;0;0;0;NA;1.3;NA
1986;5;4;2.5;0;7.2;NA;0.6;0;0;2.4;0;0;4.5;0;9;0;0;0;0;0;0;0;NA;NA;0;0;1.6;0;NA;5;NA
1986;5;5;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;5;6;5;0;0.4;NA;0;0;0;1.4;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;5;7;18;0;9;NA;0;0;0;20.6;0;0;10;0;6;0;0;0;0;0;0;0;NA;NA;0;0;0.4;0.2;NA;0;NA
1986;5;8;1.4;0;7.6;NA;2;0.5;0;10.8;0;0;7.5;0;2.8;1.6;0;0;0;0;0;0.4;NA;NA;0;0;1.6;1.1;NA;8;NA
1986;5;9;14.1;10.8;22.2;NA;6.4;7.2;4.2;12;17;11.8;18.2;0;26.6;2.8;0.2;11.4;3.4;0;13.8;11.6;NA;NA;12;10.8;12.6;0.8;NA;11.7;NA
1986;5;10;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;5;11;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;5;12;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;5;13;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;5;14;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;5;15;2;0.6;1;NA;3.6;2;1;3.4;4.8;9.8;11.2;0;4;0.4;0;1.2;0;0;NA;4;NA;NA;6.6;0.6;6.2;0;NA;12;NA
1986;5;16;0.2;2.5;2.2;NA;4.6;1.8;6.2;3;0.8;2.4;1.3;1.4;0.6;4;1.8;2;7.8;1.8;5.8;1;NA;NA;2.4;2.5;0.6;0;NA;2.2;NA
1986;5;17;0.8;14.4;4.8;NA;3.4;34;3.2;12.8;74;6.2;0.5;0.8;66.6;6.6;1;22.4;2;0.6;3.3;3.5;NA;NA;0.8;14.4;4;0.6;NA;36.3;NA
1986;5;18;0;0.4;0;NA;0;0;0;0;0.2;0;0;1;0;0;0;1.2;13;0;0;0.4;NA;NA;0;0.4;0;0.5;NA;0.3;NA
1986;5;19;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;5;20;0;0;0;NA;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;5;21;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;5;22;0.2;0;0.2;NA;0;0;1.2;0;0;0;0.4;5.8;0;0.2;0;0;0;0.2;0;2.8;NA;NA;0;0;1.2;1.5;NA;0;NA
1986;5;23;0;2.1;0;NA;0;5;0;0;0.2;0.2;0;0;0;0.2;0;0;0;0;0;0;NA;NA;0;2.1;0;0;NA;0;NA
1986;5;24;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;3.4;0;NA;0;NA
1986;5;25;0.3;5;0;NA;0;20.5;55;0.4;0.2;0;1;3.6;0;2.4;10;1;1.8;0.6;4.8;0.4;NA;NA;0;5;18.4;2.8;NA;0;NA
1986;5;26;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;5;27;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;5;28;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;5;29;5.6;4;15.6;NA;8;13;8.2;59.4;2.4;4.6;25;12.8;18;5.8;20;2.8;10;6.2;15.4;2.2;NA;NA;7;4;8.2;3.5;NA;12.3;NA
1986;5;30;26.8;47.6;22.2;NA;9.8;79.5;51.4;28.8;63.8;75.8;44.8;27;27.2;115.8;33.4;46.4;65.4;31.6;49.6;44.5;NA;NA;67.4;47.6;48.8;38.7;NA;21.5;NA
1986;5;31;10.8;9.9;13;NA;19.4;6.5;10.4;11.2;29.8;5.4;12.2;1.8;12.4;8.2;0.4;12.8;4.8;2.4;2.1;2.8;NA;NA;1;9.9;14;6.6;NA;18;NA
1986;6;1;5.7;0;0;NA;2.6;0;1.6;3.8;0.4;0.4;0;1;0.4;0;0.4;0.2;0;0.4;1.3;0.4;NA;NA;0.2;0;0.2;0.2;NA;1.1;NA
1986;6;2;3.6;8.2;14.6;NA;16.4;5;4.2;5.2;32.6;22.8;18.5;2.1;24.2;2.4;1;5;0.4;2.6;4.5;5.4;NA;NA;20.2;8.2;4.6;2;NA;6.6;NA
1986;6;3;10.8;17.3;2.8;NA;33;27.5;46.6;6.2;14.4;23;2.2;23.8;5.2;30.6;31.6;15;20;14;35.4;25.1;NA;NA;20;17.3;1.2;31.1;NA;19.2;NA
1986;6;4;1.2;0;0.8;NA;2.2;0.9;0;0.8;5;0;1.2;0.4;5.6;0;2.2;0;0;7.6;0;0;NA;NA;0.6;0;0;1.3;NA;3.6;NA
1986;6;5;33.6;51.1;50.8;NA;55.8;50.2;28;39.2;36.2;101;52.8;14.6;51.2;28.4;25.8;58.4;41.8;12;67.4;71.5;NA;NA;87.6;51.1;52.2;7.9;NA;52.1;NA
1986;6;6;1.6;1.2;6.4;NA;13.2;4;2;2.6;3;0.2;0;8.4;15.8;4.6;6.4;2;5.8;5.4;1.8;0.6;NA;NA;0.8;1.2;3.2;10.5;NA;19.1;NA
1986;6;7;1.6;0.7;0.4;NA;0;2.5;0;2.4;3;0;1;3.6;0;1.2;0.2;1;0.4;0.4;0;0;NA;NA;1;0.7;0;0;NA;0;NA
1986;6;8;0;0;0;NA;0;0;0;0;0;0;0;0.2;0.2;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;6;9;0;1.4;0.6;NA;0;0.4;0;0;0;0.4;1.5;0;0.8;0;0;3;0;0;0;0;NA;NA;0;1.4;0;0;NA;0;NA
1986;6;10;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;6;11;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;6;12;10.8;0;0;NA;10;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0.6;NA;NA;0.2;0;0.6;0;NA;0;NA
1986;6;13;14.1;6;0;NA;22.4;5.5;0.4;0;0.8;8.4;0;0.2;0;2;4;1.8;5.8;0.4;3.8;8.4;NA;NA;17.6;6;0.6;0;NA;4;NA
1986;6;14;6.2;1.4;0;NA;0;0;0.4;1.6;0.4;0;0;1;0;0;0.4;0.6;0;0.2;0.6;0.4;NA;NA;0;1.4;7.6;0;NA;0.5;NA
1986;6;15;3.4;1;0.6;NA;10.6;0.3;2.4;1.6;2.4;0.6;NA;1;0.8;1;0.6;1;0.6;0;1.5;2;NA;NA;5;1;6;0;NA;0.8;NA
1986;6;16;6;0;3.2;NA;0.6;0;0;4;0.8;0.2;3.5;0;13.2;0;0.2;0;0;0;0;0;NA;NA;0;0;5.4;5.5;NA;2.8;NA
1986;6;17;0;0;10;NA;0;0;0;12.2;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0.6;0;NA;0;NA
1986;6;18;1.8;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0.2;0;NA;0;NA
1986;6;19;1.3;0;0.2;NA;0;1.7;0;2;5;0;0;0.2;0.4;1;0;1;0;0;0;0;NA;NA;0;0;2.2;1.5;NA;2.4;NA
1986;6;20;4.8;0;3;NA;0.8;2.5;0;10.8;1.8;0;11.4;0;0.4;0.4;0;0;0;0;0;0;NA;NA;0;0;1.2;0;NA;0;NA
1986;6;21;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0.6;1.8;NA;0;NA
1986;6;22;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;6;23;5;0;1.8;NA;9.2;0;0;12.4;0;0;13.5;0;0.6;0;0;0;0;0;0;22;NA;NA;2.8;0;0.8;1.1;NA;2.7;NA
1986;6;24;3.3;1.2;0.2;NA;3.6;0.6;0.2;3.8;0;2;5;0.2;0;0.6;0.4;2;0.6;0.2;0.4;1;NA;NA;0.4;1.2;3;0;NA;1.2;NA
1986;6;25;1;0;11.2;NA;2.8;0;0.2;4.4;0.8;0;4.2;0;12;0;0;0.2;0;0;0;0;NA;NA;0.2;0;5.4;0;NA;0.2;NA
1986;6;26;0;0;0;NA;0;0.8;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0.4;NA;0;NA
1986;6;27;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;6;28;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;6;29;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;6;30;3.4;12.7;0.2;NA;0.2;5;11.8;1.4;7.6;14.2;8.5;9.8;1.4;18.6;6.4;0.8;21;5.8;17.2;22;NA;NA;39.2;12.7;4;1.5;NA;7.5;NA
1986;7;1;0;1.6;0;NA;0;0;8;0;2.8;0;0;2;0;1;0.2;0;0.4;3.6;0;13;NA;NA;5.2;1.6;0;1;NA;5.9;NA
1986;7;2;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;7;3;0;3.1;0;NA;0;0;2.4;0;2.4;0;0;2.8;0;0.4;17.8;0;0;0.2;0;0;NA;NA;0;3.1;0;3.1;NA;0;NA
1986;7;4;0;0;0;NA;0;0;0;0;0;0;5.5;0;0;0;0;0;0;0;0;0;NA;NA;0;0;3.6;0;NA;0;NA
1986;7;5;0.2;0;0;NA;0;3;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;7;6;0;0;7;NA;10.2;0;0;0;1.6;0;0;0;0;0;0;0;0;0;0;4;NA;NA;0;0;0;0;NA;2.5;NA
1986;7;7;16.4;11.8;23.8;NA;3;6;7.4;93.4;17.8;2.6;14.4;38;26.4;6.8;80.2;8.2;12;19.2;0.9;3.5;NA;NA;2.8;11.8;6.2;26.6;NA;24.1;NA
1986;7;8;1.6;24;0;NA;18.2;2;3.4;2.4;7.6;2.2;0;6;1.8;0.4;4.8;2.2;5.2;4.4;29.6;8;NA;NA;3.4;24;0.4;1.5;NA;2.1;NA
1986;7;9;0;8.4;0;NA;0;0;1.2;2.2;0.2;32.2;2.2;0.2;0.2;1.2;0;1;0;0.6;0.6;0;NA;NA;0.4;8.4;0.6;0;NA;0;NA
1986;7;10;0.2;0;0;NA;9.4;3.1;0;0;0.2;0;0;0;0;0.4;0;0;5.8;0;0;1.8;NA;NA;2.4;0;0;0;NA;0;NA
1986;7;11;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;7;12;40;2.7;3.4;NA;3.6;1.4;1.6;2.2;3;2;4.5;1.4;2.6;1.6;2.2;1;2;0.8;1.8;2.3;NA;NA;2.4;2.7;6.4;1.4;NA;1.4;NA
1986;7;13;7.8;0;2.8;NA;0.8;0;0;7.6;0;0.2;6.7;0;1.4;0;0;0;0;0;0;0;NA;NA;0;0;8;0;NA;1.2;NA
1986;7;14;11.6;0;3.4;NA;10;0;0.2;8.6;0;0;8.9;0.2;1;0;0.2;0;0.6;0;0.3;3.8;NA;NA;0.8;0;0.2;0;NA;5.2;NA
1986;7;15;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;7;16;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;7;17;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;7;18;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;7;19;16.2;13.6;1.6;NA;0;1.9;23.2;0;10.8;0;8.5;1.6;18.2;12.2;0.4;5.2;3;20.4;3.4;0;NA;NA;0;13.6;0.4;0;NA;2.5;NA
1986;7;20;12.7;0;0;NA;1.8;0;0;4.6;0;0;0.8;0;0;1.4;0.2;0;0;0;0;4.4;NA;NA;0;0;15.8;0;NA;13.1;NA
1986;7;21;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;7;22;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;7;23;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;7;24;0.2;0;2.4;NA;0;0;0;0.6;0;0;0;0;0.6;0;0;0;0;0;0;0;NA;NA;0;0;4.2;1.2;NA;0;NA
1986;7;25;7.2;6.5;20.4;NA;13.6;27.2;2.2;5.8;38.2;17.8;8.4;6.6;9.4;11.8;1.2;41.6;0;5.4;2.3;13.6;NA;NA;3.2;6.5;31.2;0;NA;12;NA
1986;7;26;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;7;27;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;7;28;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;2.6;0;NA;0;NA
1986;7;29;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;7;30;2.2;0.3;0.2;NA;0;0;0;4.8;0;1;1;0;0.2;0;0;0;0;0;0;0;NA;NA;0;0.3;17.8;0;NA;0.4;NA
1986;7;31;0;0;0;NA;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;8;1;20.6;4.5;1.2;NA;6.2;0.6;0.8;3.2;1.2;14.4;2.7;0.2;0.4;0.6;2.8;2.4;0.8;0;3.8;5.4;NA;NA;10.2;4.5;0.2;2.6;NA;7.5;NA
1986;8;2;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;8;3;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;8;4;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;8;5;0;0;6.6;NA;0;0;0;0.2;0;0;11;0;10;0;0;0;0;0;0;0;NA;NA;0;0;10.2;0;NA;0;NA
1986;8;6;0;0;0;NA;7.6;1.8;0;0;0;0;0;0;0;0;0;0.8;0;0;0;0.4;NA;NA;0;0;4;0;NA;0;NA
1986;8;7;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;8;8;13.2;0;0;NA;0;0;0;2.6;0;0;3.5;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;8;9;0;0;1.6;NA;0;0;0;1;0;0;9;0;0;0;0;0;0;0;0;0;NA;NA;0;0;3.6;0;NA;0;NA
1986;8;10;0;0;0;NA;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;8;11;13.2;0;0;NA;0;0;0;3.4;0;0;4.2;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0.4;0;NA;0;NA
1986;8;12;4.8;0;4.4;NA;0;0;0;3;1.6;0;21;0;1.8;0;0;0;0;0;0;0;NA;NA;0;0;2;0;NA;0;NA
1986;8;13;6.2;8.5;7;NA;14.8;9;8.6;2;0.6;5.8;5;27.2;9.8;8.2;15.2;1.6;1.8;9.8;4.6;9;NA;NA;11.4;8.5;11;10.3;NA;3;NA
1986;8;14;15.8;0;3.2;NA;5.2;0;0;14.2;0;0;5.1;0.2;0;0;0.6;0;0.2;0;0;0.2;NA;NA;0;0;0;0;NA;2.5;NA
1986;8;15;0.4;0;0.2;NA;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;NA;NA;0;0;0;0;NA;0;NA
1986;8;16;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;8;17;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;8;18;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;8;19;62.5;0;56.2;NA;2.6;0;0;57.6;8.2;0;22.5;0;103.2;0;0;0;0;0;0;0;NA;NA;3;0;45.2;0;NA;30;NA
1986;8;20;0;0;24;NA;0.6;10.5;0;11.2;5.6;2;4.5;0;22;0;0;12.6;0;0;10.2;1;NA;NA;1.8;0;11.2;2.3;NA;0.6;NA
1986;8;21;0.2;2.8;2;NA;0;6;3.6;0;0;0;6.4;0;0.8;2.4;2;0;0;0.2;0;0;NA;NA;0;2.8;7.8;0;NA;0;NA
1986;8;22;0;0.5;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0.5;0;0;NA;0;NA
1986;8;23;0.7;0;0;NA;0;0;0;0.2;0;0;0;0;0.2;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;5.5;NA
1986;8;24;7.5;13.1;9;NA;10.2;37.5;36.8;11.6;12;32;23.9;14.4;17.6;37;11.4;36.4;17.2;16.2;6;16.5;NA;NA;27.2;13.1;22;17.6;NA;5.3;NA
1986;8;25;5.7;34.7;12.6;NA;13.8;23;20.6;3.4;23.4;16.8;5;18.6;12.4;26.4;13;24.4;26;19.6;23.9;10;NA;NA;16;34.7;23.6;32.1;NA;8.4;NA
1986;8;26;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;8;27;0;0;0;NA;0;6.5;0;2.4;1.6;0;0;0;0;0.8;0;0.2;0;0;0;0;NA;NA;12.6;0;0;0;NA;0;NA
1986;8;28;16.2;36.2;51.2;NA;26.2;66;30.4;23.8;93.6;43.4;19.5;9.2;48.4;26;6.2;67.6;8.4;24.4;21.3;19.5;NA;NA;22.2;36.2;26.6;2.5;NA;28.5;NA
1986;8;29;24.8;23.3;25.8;NA;2.8;28;20.4;7.6;30;23.6;16.5;48.8;13;21.4;34.6;14.8;17.4;42.2;9.7;1.2;NA;NA;55.6;23.3;49.8;70.9;NA;10;NA
1986;8;30;14.4;0;36.4;NA;4.2;0.7;0;14.2;3.4;4;9.4;0.2;25.8;0;0.8;3.6;0;0.2;0.8;0.2;NA;NA;2;0;29;14.6;NA;14.1;NA
1986;8;31;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;9;1;0;0;0;NA;0;0;0;2.8;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;9;2;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;9;3;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;9;4;0;3;0.2;NA;0;3.9;3.8;0;4.8;5.2;1;3.4;0.6;7.4;6;4.4;2.8;8.2;6.9;0.2;NA;NA;2.6;3;8.4;8.3;NA;0;NA
1986;9;5;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;9;6;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;9;7;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;9;8;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;9;9;0;0;2.8;NA;5.2;0;0;0;0;0;6.5;0;0.8;0;0;0;0;0;0;2.2;NA;NA;0;0;10.6;0;NA;0;NA
1986;9;10;128;39.8;91;NA;55.4;65.5;36.2;74.6;67.6;84.8;80.5;71.2;106.2;55;70;53.6;74.2;74.6;56.4;98;NA;NA;85.4;39.8;77.4;61.9;NA;95.3;NA
1986;9;11;0.7;0;1.8;NA;0.4;0;0;0.2;0.6;1.8;4.6;0;2.8;0;0;0.8;0;0.2;1.4;2;NA;NA;0.2;0;2.8;0.1;NA;2.4;NA
1986;9;12;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;9;13;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;9;14;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;9;15;0;0.6;0;NA;0;0;0;0;0;0;0;0;1.2;0;0;0.6;0;0;0;0;NA;NA;0;0.6;0.2;0;NA;0;NA
1986;9;16;0;0;0.2;NA;0;0;0;0;0.6;0;0;0;0.2;0;0;1;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;9;17;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;9;18;0.7;0;0.6;NA;0;0;0;1.2;0;0;4.2;0.2;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;1.4;NA
1986;9;19;10.1;17;37.6;NA;15.8;5.3;30;11.8;2;14.6;13.4;22.6;18.4;14;26.2;9.4;16.2;24.4;26.4;14.4;NA;NA;24.2;17;13.4;23;NA;14.5;NA
1986;9;20;0;0;0;NA;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;9;21;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;9;22;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;9;23;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;9;24;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;9;25;0;0;0;NA;2;0;0;0;0;0.4;0;0;0;0;0;0.4;0;0;0.3;0.4;NA;NA;0.2;0;0;0.4;NA;0;NA
1986;9;26;0;0.4;0;NA;1.8;0.3;0;0.8;0;1.6;0;0.2;0.2;0;0;0.2;0;0;1.4;2.8;NA;NA;2;0.4;0;0.2;NA;1.8;NA
1986;9;27;0;0;1;NA;0.4;1.5;0;0.2;1.4;0.2;0;0;1;0.2;0;1.2;0;0;0.5;0.4;NA;NA;0.4;0;2;0;NA;0;NA
1986;9;28;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;9;29;0;0;0;NA;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;9;30;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;10;1;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;10;2;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;10;3;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;10;4;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;10;5;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;10;6;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;10;7;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;10;8;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
1986;10;9;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;0;NA
