yy;mm;dd;BAR;BIC;BOR;BGG;BRU;CAP;CER;CHI;CIV;COD;ENE;FOS;GEM;GRA;GRD;LAU;LIG;MNF;PAL;POR;PRD;SPN;SAN;TAL;TAR;TRI;UDI;VIV;FAE
1920;8;26;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;8;27;NA;0;0;NA;5.4;0;7.6;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;2;NA;NA;NA;0;NA;4.9;0;25;0
1920;8;28;NA;0;0;NA;0;10;0;NA;72;0;NA;NA;NA;5;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0.7;0;1.9
1920;8;29;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;8;30;NA;13.2;NA;NA;2.6;NA;60.2;NA;NA;44;NA;NA;NA;14.5;18.2;NA;NA;NA;NA;9;NA;NA;NA;13.2;NA;0.5;25.2;46.2;0
1920;8;31;NA;34.7;15.3;NA;6.4;22;0;NA;20.5;0;NA;NA;NA;5.3;13.1;NA;NA;NA;NA;5;NA;NA;NA;34.7;NA;8.8;8;72;20
1920;9;1;NA;13.3;10.1;NA;5;22;4.1;NA;8;0.5;NA;NA;NA;10.9;0.9;NA;NA;NA;NA;0;NA;NA;NA;13.3;NA;14.7;15;0;13.3
1920;9;2;NA;0;0.8;NA;0;0;2.3;NA;1;0;NA;NA;NA;0.6;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0.8;0;0;0
1920;9;3;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;9;4;NA;0;0;NA;0.2;0;0;NA;1;0;NA;NA;NA;0.6;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;9;5;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0.3;0;0;0
1920;9;6;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0.4;0;0;0
1920;9;7;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;9;8;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;9;9;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;9;10;NA;0;1.1;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;9;11;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;9;12;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;9;13;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;9;14;NA;1;0;NA;9;0;0;NA;0.5;2;NA;NA;NA;0.5;0;NA;NA;NA;NA;4;NA;NA;NA;1;NA;1.4;2;0;0.8
1920;9;15;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0.1;0;0;0
1920;9;16;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;9;17;NA;0;0;NA;10.9;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;7;NA;NA;NA;0;NA;0;0;63.5;0
1920;9;18;NA;0;17.7;NA;6.9;18;0;NA;1;NA;NA;NA;NA;0;0;NA;NA;NA;NA;5;NA;NA;NA;0;NA;0;4.9;29;7.5
1920;9;19;NA;17.5;25.1;NA;0.3;0;0;NA;5.5;16;NA;NA;NA;0.6;0.6;NA;NA;NA;NA;5;NA;NA;NA;17.5;NA;1.7;55;31;25.4
1920;9;20;NA;50.5;318.2;NA;151.9;24;7.3;NA;71;114;NA;NA;NA;18.1;15;NA;NA;NA;NA;16;NA;NA;NA;50.5;NA;3.7;132;100;147.6
1920;9;21;NA;4.5;200.2;NA;20.5;0;12.5;NA;103.5;133;NA;NA;NA;0;0.5;NA;NA;NA;NA;130;NA;NA;NA;4.5;NA;1.2;21;NA;168.2
1920;9;22;NA;19.2;191.4;NA;63.1;8;7.2;NA;9.5;19;NA;NA;NA;4.1;0;NA;NA;NA;NA;46.5;NA;NA;NA;19.2;NA;2.9;8.8;240;9.2
1920;9;23;NA;0;14.1;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;9;24;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;9;25;NA;2;0;NA;0.2;0;0;NA;0.7;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;2;NA;0;0;66;0
1920;9;26;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;9;27;NA;0;0;NA;0;0;3.5;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0.1;0;0;0
1920;9;28;NA;13.5;39.1;NA;18;14;0.5;NA;13.2;21.5;NA;NA;NA;11.1;18.7;NA;NA;NA;NA;NA;NA;NA;NA;13.5;NA;9.3;10;0;8.7
1920;9;29;NA;1.7;9.3;NA;2;0;0;NA;2;0;NA;NA;NA;0;0;NA;NA;NA;NA;23;NA;NA;NA;1.7;NA;1.2;0;0;0.8
1920;9;30;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;9.3;1;0;0
1920;10;1;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0.4;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;10;2;NA;NA;47.1;NA;22.2;11;12.3;NA;NA;60;NA;NA;NA;NA;21.3;NA;NA;NA;NA;28;NA;NA;NA;NA;NA;9.8;8.8;0;NA
1920;10;3;NA;18.5;30.3;NA;31.4;9;11.4;NA;30;23;NA;NA;NA;10;9;NA;NA;NA;NA;33;NA;NA;NA;18.5;NA;8.6;31.8;15;11.5
1920;10;4;NA;15.4;0;NA;8;0;39.7;NA;0.8;1;NA;NA;NA;0;0.2;NA;NA;NA;NA;0;NA;NA;NA;15.4;NA;0.7;1;0;38.3
1920;10;5;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;10;6;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;10;7;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;1
1920;10;8;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;10;9;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0.3;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;10;10;NA;1.2;0;NA;7.4;0;0.5;NA;3;4;NA;NA;NA;0;5;NA;NA;NA;NA;4;NA;NA;NA;1.2;NA;0;3.4;17.5;3.7
1920;10;11;NA;0;0;NA;0.7;0;0.5;NA;1;0.5;NA;NA;NA;3.3;3;NA;NA;NA;NA;0;NA;NA;NA;0;NA;3.8;0.2;0;0.8
1920;10;12;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;NA;0
1920;10;13;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;56.5;0
1920;10;14;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;10;15;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;10;16;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;10;17;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;10;18;NA;0;0;NA;1.1;0;0;NA;1;0;NA;NA;NA;0;7.3;NA;NA;NA;NA;0;NA;NA;NA;0;NA;1.6;0;9;0
1920;10;19;NA;0;0;NA;0.1;0;0;NA;0;0;NA;NA;NA;1.4;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0.2
1920;10;20;NA;0;0;NA;1;0;0;NA;0.5;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;1.6;0;0;0
1920;10;21;NA;0;0;NA;0.8;0;0;NA;0;0;NA;NA;NA;0;1.2;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;10;22;NA;3;0;NA;1.7;0;0;NA;6.5;0;NA;NA;NA;0;0.9;NA;NA;NA;NA;0;NA;NA;NA;3;NA;1.8;1.2;0;12.2
1920;10;23;NA;0;0;NA;2.8;0;4;NA;0;4;NA;NA;NA;7.3;0;NA;NA;NA;NA;5;NA;NA;NA;0;NA;0.3;5.8;0;0
1920;10;24;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;10;25;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;10;26;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;10;27;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;10;28;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;10;29;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;10;30;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;10;31;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;11;1;NA;0;15.1;NA;24;0;0;NA;0;2.5;NA;NA;NA;0;0;NA;NA;NA;NA;5;NA;NA;NA;0;NA;0;NA;51.2;0
1920;11;2;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;11;3;NA;60;13.2;NA;NA;9;35;NA;19;25;NA;NA;NA;14.4;13.2;NA;NA;NA;NA;25;NA;NA;NA;60;NA;5.4;54;62;13.2
1920;11;4;NA;0;30.4;NA;91;0;0;NA;43;50;NA;NA;NA;20;12;NA;NA;NA;NA;44;NA;NA;NA;0;NA;0;7.2;0;49
1920;11;5;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;11;6;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0.2;0;0;0
1920;11;7;NA;9.4;0;NA;3.3;12;54.3;NA;8.5;2.5;NA;NA;NA;1.8;4;NA;NA;NA;NA;2;NA;NA;NA;9.4;NA;6.1;4.9;39;6.6
1920;11;8;NA;0;0;NA;0.6;0;0;NA;0;0;NA;NA;NA;13.2;11;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0.6;2;0;0
1920;11;9;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;11;10;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;11;11;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;11;12;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;11;13;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;11;14;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;11;15;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;11;16;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;11;17;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;11;18;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;11;19;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;11;20;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;11;21;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;11;22;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;11;23;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;11;24;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;11;25;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;11;26;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;11;27;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0.1;0;0;0
1920;11;28;NA;0;0.4;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0.2;0;0;0
1920;11;29;NA;0;0;NA;0.5;4;0;NA;NA;0;NA;NA;NA;1.5;1;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0.1;0.8;0;0
1920;11;30;NA;0.6;0;NA;0.2;0;0.2;NA;1.8;2;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0.6;NA;1.1;0;0;0
1920;12;1;NA;NA;15.2;NA;2.4;10;16.2;NA;10;NA;NA;NA;NA;1.6;9;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;11.6;5.6;0;10.1
1920;12;2;NA;16.4;10.1;NA;1;0;0;NA;0.2;13;NA;NA;NA;6.4;1;NA;NA;NA;NA;0;NA;NA;NA;16.4;NA;0;1.5;0;0
1920;12;3;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;12;4;NA;25.6;10.3;NA;10.7;36;35.5;NA;11;19;NA;NA;NA;0;19;NA;NA;NA;NA;9;NA;NA;NA;25.6;NA;25.7;10.6;0;6.2
1920;12;5;NA;8.5;12.2;NA;5.8;0;0;NA;10;8;NA;NA;NA;23.9;10;NA;NA;NA;NA;8;NA;NA;NA;8.5;NA;9.1;6.6;29;12.7
1920;12;6;NA;20;7.1;NA;0;0;42.4;NA;7.5;25;NA;NA;NA;19;6.1;NA;NA;NA;NA;1;NA;NA;NA;20;NA;2.8;9.2;0;2.4
1920;12;7;NA;8.2;26.2;NA;10;13;20.5;NA;22.5;7;NA;NA;NA;13.2;13;NA;NA;NA;NA;2.1;NA;NA;NA;8.2;NA;17.6;20.4;12;13
1920;12;8;NA;0.3;0;NA;25;18;1.5;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0.3;NA;0.1;0.3;0;0.7
1920;12;9;NA;1;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;1;NA;0.4;0.6;0;0
1920;12;10;NA;6.2;0;NA;0;0;2.3;NA;4;1;NA;NA;NA;0;3.5;NA;NA;NA;NA;1;NA;NA;NA;6.2;NA;3.2;0.5;0;1.2
1920;12;11;NA;0.8;8.6;NA;5;8;16;NA;11;3;NA;NA;NA;7.5;4;NA;NA;NA;NA;4;NA;NA;NA;0.8;NA;5.5;5.9;0;5.2
1920;12;12;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;5.5;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;12;13;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;12;14;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;17.5;0
1920;12;15;NA;0;10.3;NA;7;1;32.1;NA;4;NA;NA;NA;NA;10;4.2;NA;NA;NA;NA;2;NA;NA;NA;0;NA;27;NA;NA;NA
1920;12;16;NA;NA;18.4;NA;57;35;26;NA;20;17;NA;NA;NA;26.1;11.5;NA;NA;NA;NA;32;NA;NA;NA;NA;NA;0;15;36;4.1
1920;12;17;NA;26;10.4;NA;2;0;0;NA;4.5;0;NA;NA;NA;0.6;4.3;NA;NA;NA;NA;2;NA;NA;NA;26;NA;3.2;4.8;0;1.8
1920;12;18;NA;0.8;9;NA;0;0;0;NA;0.8;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0.8;NA;0;0.2;0;0
1920;12;19;NA;0;0;NA;2;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;3.9;0;0;0
1920;12;20;NA;0;0;NA;1;0;0;NA;0;0;NA;NA;NA;1.7;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;1.1;0.2;0;0
1920;12;21;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;12;22;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;12;23;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;12;24;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;12;25;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;12;26;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;12;27;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;12;28;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;12;29;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1920;12;30;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;2;0;0;0
1920;12;31;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;1.5;NA;NA;NA;NA;0;NA;NA;NA;0;NA;1;0;0;0
1921;1;1;NA;0;0;NA;0;0;0;NA;1;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0.3;0;0;0
1921;1;2;NA;0;0;NA;0.2;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1921;1;3;NA;2.6;0;NA;0.1;0;3.3;NA;1;1.5;NA;NA;NA;0.5;1.9;NA;NA;NA;NA;0;NA;NA;NA;2.6;NA;0;0.7;0;0.2
1921;1;4;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;1.4;0;0;0
1921;1;5;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1921;1;6;NA;3.4;0;NA;0.8;0;0;NA;1;3.5;NA;NA;NA;0;1;NA;NA;NA;NA;2;NA;NA;NA;3.4;NA;0;1.8;0;1.2
1921;1;7;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1921;1;8;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1921;1;9;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0.1;0;0;0
1921;1;10;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1921;1;11;NA;0;0;NA;0;0;0;NA;2;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0.7;0;0;0.5
1921;1;12;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1921;1;13;NA;2;52.2;NA;4.1;NA;NA;NA;36;NA;NA;NA;NA;8.1;5.5;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;0.2;0.5;39.7;29
1921;1;14;NA;19.5;23.4;NA;12.5;23;22.5;NA;12.5;9.5;NA;NA;NA;5.8;2;NA;NA;NA;NA;22;NA;NA;NA;19.5;NA;8.4;22.7;12;11
1921;1;15;NA;0;5.1;NA;3.2;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1921;1;16;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1921;1;17;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1921;1;18;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1921;1;19;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1921;1;20;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1921;1;21;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1921;1;22;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1921;1;23;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1921;1;24;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1921;1;25;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1921;1;26;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0.1;0;0;0
1921;1;27;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1921;1;28;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1921;1;29;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1921;1;30;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1921;1;31;NA;0;15;NA;7.8;0;0;NA;0;2;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0.6;0.2;0;0.2
1921;2;1;NA;0.8;16.1;NA;4;5;7.3;NA;3.2;1;NA;NA;NA;1.3;0;NA;NA;NA;NA;12;NA;NA;NA;0.8;NA;4.1;4.3;5.5;3.2
1921;2;2;NA;0;5.4;NA;0;0;0;NA;3.2;0;NA;NA;NA;0;0;NA;NA;NA;NA;1;NA;NA;NA;0;NA;0.1;1.1;0;4.3
1921;2;3;NA;10;6.1;NA;5.3;13;0;NA;1;11;NA;NA;NA;11.1;1.5;NA;NA;NA;NA;6;NA;NA;NA;10;NA;16.4;11.8;0;4
1921;2;4;NA;0;0;NA;0;0;0;NA;15;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0.5;0;10.3
1921;2;5;NA;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;0;0;0;0
1921;2;6;NA;22.5;4.3;NA;10.2;0;22.5;NA;0;NA;NA;NA;NA;0;24;NA;NA;NA;NA;13;NA;NA;NA;22.5;NA;12.2;0;0;0
