SiteID;SiteName;SiteCode;FullSiteCode;Elevation;State;County;Comments;Discharge.start;Discharge.end;Precipitation.start;Precipitation.end;Tmax.start;Tmax.end;Tmin.start;Tmin.end;Water_Level.start;Water_Level.end;Elevation_dem;Longitude;Latitude
337;Gradisca d'isonzo;N026;OD:N026;NA;NA;FVG;NA;NA;NA;1919;1991;NA;NA;NA;NA;NA;NA;28.20496368408203;13.4971;45.884499999999996
338;Gradisca d'isonzo ponte pedonale;N027;OD:N027;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1995;2012;41.525821685791016;13.505199999999999;45.8857
339;Gradisca d'isonzo casello idraulico;N028;OD:N028;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1956;2005;28.20496368408203;13.500099999999998;45.88269999999999
340;Sagrado ponte ss 305;N029;OD:N029;NA;NA;FVG;NA;2009;2012;NA;NA;NA;NA;NA;NA;1998;2000;23.534893035888672;13.485;45.87859999999999
341;Ruda cimitero;N030;OD:N030;NA;NA;FVG;NA;NA;NA;2009;2012;2009;2011;NA;NA;NA;NA;8.37320327758789;13.403999999999998;45.831999999999994
342;Gorizia via san gabriele;N031;OD:N031;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010;2012;92.249725341796875;13.6338;45.9529
343;Turriaco;N040;OD:N040;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981;2012;6.438595294952393;13.4301;45.816399999999994
344;Pieris ponte ss 14;N041;OD:N041;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1926;2012;5.44204044342041;13.4296;45.80550000000001
345;Fiumicello;N042;OD:N042;NA;NA;FVG;NA;NA;NA;1969;2011;NA;NA;NA;NA;NA;NA;0;13.4048;45.7661
346;Isola morosini ex magazzino tabacco;N043;OD:N043;NA;NA;FVG;NA;NA;NA;1970;1989;NA;NA;NA;NA;NA;NA;0.3983982503414154;13.4402;45.76720000000001
347;Isola morosini idrovora terranova;N044;OD:N044;NA;NA;FVG;NA;NA;NA;1969;1989;NA;NA;NA;NA;NA;NA;-0.651797890663147;13.4771;45.75269999999999
348;Fossalon bonifica vittoria;N045;OD:N045;NA;NA;FVG;NA;NA;NA;1939;2012;1938;2011;NA;NA;NA;NA;-1;13.4966;45.7341
349;Villa vicentina via sant'antonio;N046;OD:N046;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1980;1982;4.834527015686035;13.400399999999998;45.8101
350;Musi localita' tanataviele;N100;OD:N100;NA;NA;FVG;NA;NA;NA;1923;1999;NA;NA;NA;NA;NA;NA;885.0191650390625;13.272;46.313199999999995
351;Musi sorgenti torre;N101;OD:N101;NA;NA;FVG;NA;NA;NA;2002;2012;2000;2011;NA;NA;NA;NA;650.94403076171875;13.272599999999999;46.307199999999995
352;Vedronza;N103;OD:N103;NA;NA;FVG;NA;NA;NA;1917;2009;1926;2009;NA;NA;NA;NA;378.7034606933594;13.256199999999998;46.261799999999994
353;Ciseriis;N104;OD:N104;NA;NA;FVG;NA;NA;NA;1917;2011;NA;NA;NA;NA;NA;NA;268.62225341796875;13.229399999999998;46.228799999999985
354;Tarcento ponte per oltretorre;N105;OD:N105;NA;NA;FVG;NA;NA;NA;2009;2012;NA;NA;NA;NA;NA;NA;251.6145782470703;13.2237;46.216899999999995
355;Gran monte rifugio alpini;N108;OD:N108;NA;NA;FVG;NA;NA;NA;2008;2011;2008;2011;NA;NA;NA;NA;1362.9864501953125;13.350799999999998;46.2905
356;Qualso ponte di nimis;N150;OD:N150;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1995;2012;204.3143768310547;13.2511;46.189099999999996
357;Zompitta presa c.b.l.t.;N151;OD:N151;NA;NA;FVG;NA;NA;NA;1917;2012;2000;2011;NA;NA;NA;NA;189.82723999023438;13.2547;46.17139999999999
358;Zompitta borgo di sotto;N153;OD:N153;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002;2012;170.5098114013672;13.2573;46.1638
359;Cerneglons ponte;N154;OD:N154;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;2005;2012;87.30888366699219;13.3107;46.0427
360;Viscone;N155;OD:N155;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;2000;2012;33.00700378417969;13.378100000000002;45.924600000000005
361;Tapogliano ex ponte ss 252;N156;OD:N156;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1980;1982;20.637659072875977;13.4072;45.89269999999999
362;Villesse ponte ss 351;N157;OD:N157;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;2000;2012;12.620546340942383;13.419899999999998;45.851099999999995
363;Ponte sambo;N200;OD:N200;NA;NA;FVG;NA;NA;NA;1968;2012;2009;2011;NA;NA;NA;NA;509.4757385253906;13.3293;46.267
364;Cergneu superiore;N201;OD:N201;NA;NA;FVG;NA;NA;NA;1925;2010;NA;NA;NA;NA;NA;NA;376.1402282714844;13.313399999999998;46.21479999999999
365;Molmentet;N202;OD:N202;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1995;2012;193.34390258789062;13.2664;46.189899999999994
366;Attimis borgo faris;N300;OD:N300;NA;NA;FVG;NA;NA;NA;1920;2012;1976;2012;NA;NA;NA;NA;220.558349609375;13.317899999999996;46.173099999999984
367;Subit;N301;OD:N301;NA;NA;FVG;NA;NA;NA;2002;2012;2000;2011;NA;NA;NA;NA;753.021728515625;13.351500000000001;46.20490000000001
368;Povoletto;N302;OD:N302;NA;NA;FVG;NA;NA;NA;1917;2012;2009;2011;NA;NA;NA;NA;131.51287841796875;13.309000000000001;46.122899999999994
369;Canalutto;N303;OD:N303;NA;NA;FVG;NA;NA;NA;1972;1981;NA;NA;NA;NA;NA;NA;481.1650085449219;13.4317;46.1573
370;Togliano;N304;OD:N304;NA;NA;FVG;NA;NA;NA;2003;2003;NA;NA;NA;NA;NA;NA;157.20269775390625;13.3902;46.12100000000001
371;Faedis;N305;OD:N305;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1989;2010;195.8324432373047;13.348499999999998;46.15129999999999
372;Faedis campo sportivo;N306;OD:N306;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;2005;2012;195.8324432373047;13.3451;46.14820000000001
373;Torreano;N309;OD:N309;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;2005;2012;182.72909545898438;13.43;46.1255
374;Selvis;N310;OD:N310;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;2000;2012;98.00841522216797;13.3339;46.06929999999999
375;Cerneglons;N311;OD:N311;NA;NA;FVG;NA;NA;NA;1995;2012;NA;NA;NA;NA;NA;NA;91.393829345703125;13.318100000000001;46.0558
376;Attimis ponte ss 365;N312;OD:N312;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;2006;2012;226.2286376953125;13.305799999999998;46.18829999999999
377;Orzano;N313;OD:N313;NA;NA;FVG;NA;NA;NA;2007;2012;2007;2011;NA;NA;NA;NA;100.03337860107422;13.358;46.061699999999995
378;Platischis;N400;OD:N400;NA;NA;FVG;NA;NA;NA;1919;2012;1935;2011;NA;NA;NA;NA;717.42486572265625;13.380600000000001;46.243
379;Stupizza;N401;OD:N401;NA;NA;FVG;NA;NA;NA;1975;1990;NA;NA;NA;NA;NA;NA;333.7691955566406;13.471099999999996;46.200399999999995
380;Linder;N402;OD:N402;NA;NA;FVG;NA;NA;NA;1990;2011;NA;NA;NA;NA;NA;NA;342.8849182128906;13.4773;46.181400000000004
381;Pulfero;N404;OD:N404;NA;NA;FVG;NA;NA;NA;1921;2012;2000;2011;NA;NA;NA;NA;264.1404113769531;13.483099999999999;46.17329999999999
382;Montemaggiore;N405;OD:N405;NA;NA;FVG;NA;NA;NA;1917;2012;1926;2011;NA;NA;NA;NA;807.52703857421875;13.532899999999998;46.19449999999999
383;San volfango;N406;OD:N406;NA;NA;FVG;NA;NA;NA;1917;2012;1993;2011;NA;NA;NA;NA;660.8929443359375;13.6427;46.165
384;Drenchia;N407;OD:N407;NA;NA;FVG;NA;NA;NA;1925;1996;NA;NA;NA;NA;NA;NA;626.7071533203125;13.622299999999997;46.1752
385;Clodig;N408;OD:N408;NA;NA;FVG;NA;NA;NA;1920;1996;NA;NA;NA;NA;NA;NA;396.93096923828125;13.5924;46.15569999999999
386;Azzida;N410;OD:N410;NA;NA;FVG;NA;NA;NA;2002;2012;2000;2011;NA;NA;NA;NA;176.23768615722656;13.4947;46.11829999999999
387;Tribil inferiore;N416;OD:N416;NA;NA;FVG;NA;NA;NA;2009;2012;2009;2011;NA;NA;NA;NA;573.94158935546875;13.5853;46.11930000000001
388;Malghe mersino;N417;OD:N417;NA;NA;FVG;NA;NA;NA;2011;2012;NA;NA;NA;NA;NA;NA;1343.1375732421875;13.524299999999998;46.21219999999999
389;Cividale istituto agrario;N450;OD:N450;NA;NA;FVG;NA;NA;NA;1915;2012;1935;2011;NA;NA;NA;NA;132.30323791503906;13.418200000000002;46.09669999999999
390;Cividale ponte del diavolo;N451;OD:N451;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1929;2012;132.68756103515625;13.4301;46.09129999999999
391;Manzano ponte case;N452;OD:N452;NA;NA;FVG;NA;NA;NA;2002;2012;NA;NA;NA;NA;NA;NA;65.63212585449219;13.391000000000002;45.9918
392;Manzano;N454;OD:N454;NA;NA;FVG;NA;NA;NA;1917;1990;NA;NA;NA;NA;NA;NA;75.56151580810547;13.3819;45.9973
393;Albana;N601;OD:N601;NA;NA;FVG;NA;NA;NA;2002;2012;2001;2011;NA;NA;NA;NA;134.72122192382812;13.489799999999999;46.04829999999999
394;Brazzano;N602;OD:N602;NA;NA;FVG;NA;NA;NA;2003;2012;2003;2004;NA;NA;NA;NA;70.73090362548828;13.453399999999998;45.9768
395;Cormons;N603;OD:N603;NA;NA;FVG;NA;NA;NA;1919;2011;NA;NA;NA;NA;NA;NA;79.207275390625;13.469299999999999;45.96
396;Versa ponte ss 252;N604;OD:N604;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1980;2012;22.48201560974121;13.421899999999999;45.898
397;Giasbana;N605;OD:N605;NA;NA;FVG;NA;NA;NA;1995;1995;NA;NA;NA;NA;NA;NA;154.22291564941406;13.5748;45.9678
398;Capriva localita' la baita;N606;OD:N606;NA;NA;FVG;NA;NA;NA;2002;2012;NA;NA;NA;NA;NA;NA;53.29371643066406;13.512200000000002;45.946799999999996
399;Ruzzis;N607;OD:N607;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1995;2012;62.071739196777344;13.5196;45.9538
400;La baita ponte;N608;OD:N608;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1995;2012;53.29371643066406;13.5111;45.9467
401;Fratta;N609;OD:N609;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002;2002;23.620899200439453;13.4372;45.909
402;Mariano del friuli;N610;OD:N610;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;2000;2012;31.00920295715332;13.456100000000001;45.9211
403;Versa;N611;OD:N611;NA;NA;FVG;NA;NA;NA;1972;1980;NA;NA;NA;NA;NA;NA;23.13545799255371;13.407699999999998;45.89479999999999
405;Rupa ponte ss 55;N700;OD:N700;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1980;1982;57.845272064208984;13.5875;45.88969999999999
406;Gorizia aeroporto di merna;N701;OD:N701;NA;NA;FVG;NA;NA;NA;1995;2011;NA;NA;NA;NA;NA;NA;58.04591369628906;13.596699999999998;45.9112
407;Savogna d'isonzo ponte ferrovia;N703;OD:N703;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1964;1995;46.73778533935547;13.57;45.898699999999984
408;Savogna d'isonzo ponte sp 8;N704;OD:N704;NA;NA;FVG;NA;2008;2012;NA;NA;NA;NA;NA;NA;1995;2012;46.73778533935547;13.5686;45.90049999999999
409;Monfalcone;P001;OD:P001;NA;NA;FVG;NA;NA;NA;1919;1991;NA;NA;NA;NA;NA;NA;4.997217178344727;13.5371;45.8068
410;Alberoni idrovora sacchetti;P002;OD:P002;NA;NA;FVG;NA;NA;NA;1925;2012;NA;NA;NA;NA;NA;NA;-0.009229229763150215;13.5131;45.7779
411;Monfalcone piscina comunale;P005;OD:P005;NA;NA;FVG;NA;NA;NA;2009;2012;NA;NA;NA;NA;NA;NA;0.9136075377464294;13.511499999999998;45.796499999999995
412;Doberdo' centro visite gradina;R001;OD:R001;NA;NA;FVG;NA;NA;NA;2010;2012;NA;NA;NA;NA;NA;NA;60.08134078979492;13.5472;45.842999999999996
413;San pelagio;R100;OD:R100;NA;NA;FVG;NA;NA;NA;1924;2012;NA;NA;NA;NA;NA;NA;234.58306884765625;13.686799999999998;45.765499999999996
414;Prosecco eliporto;R101;OD:R101;NA;NA;FVG;NA;NA;NA;2005;2012;NA;NA;NA;NA;NA;NA;273.6768493652344;13.7576;45.703099999999985
415;Borgo grotta gigante;R102;OD:R102;NA;NA;FVG;NA;NA;NA;1989;2012;NA;NA;NA;NA;NA;NA;274.7296447753906;13.7644;45.7094
416;Opicina;R103;OD:R103;NA;NA;FVG;NA;NA;NA;1924;1989;NA;NA;NA;NA;NA;NA;331.4869384765625;13.791399999999996;45.6842
417;Basovizza;R104;OD:R104;NA;NA;FVG;NA;NA;NA;1924;1979;NA;NA;NA;NA;NA;NA;374.51531982421875;13.859799999999998;45.64159999999999
418;Barcola;S001;OD:S001;NA;NA;FVG;NA;NA;NA;1924;1962;NA;NA;NA;NA;NA;NA;78.35676574707031;13.752299999999998;45.6828
419;Trieste istituto nautico;S002;OD:S002;NA;NA;FVG;NA;NA;NA;1919;2012;NA;NA;NA;NA;NA;NA;7.493386745452881;13.764599999999998;45.6475
420;Servola;S003;OD:S003;NA;NA;FVG;NA;NA;NA;1924;1988;NA;NA;NA;NA;NA;NA;29.561124801635742;13.782900000000001;45.6269
421;Muggia;S005;OD:S005;NA;NA;FVG;NA;NA;NA;2006;2012;NA;NA;NA;NA;NA;NA;0.8371971845626831;13.7747;45.6011
422;Trieste cattinara;S006;OD:S006;NA;NA;FVG;NA;NA;NA;2007;2012;NA;NA;NA;NA;NA;NA;289.24932861328125;13.8331;45.6354
423;Francovec;T001;OD:T001;NA;NA;FVG;NA;2009;2011;NA;NA;NA;NA;NA;NA;1992;2012;14.216096878051758;13.82;45.60730000000001
424;Noghere;U003;OD:U003;NA;NA;FVG;NA;NA;NA;1955;1971;NA;NA;NA;NA;NA;NA;50.59730529785156;13.816799999999999;45.58529999999998
425;Tarvisio campo sportivo;V001;OD:V001;NA;NA;FVG;NA;NA;NA;2002;2012;NA;NA;NA;NA;NA;NA;754.337158203125;13.593799999999998;46.50449999999999
426;Tarvisio;V002;OD:V002;NA;NA;FVG;NA;NA;NA;1922;2005;NA;NA;NA;NA;NA;NA;788.60186767578125;13.570099999999998;46.506299999999996
427;Cave del predil;V003;OD:V003;NA;NA;FVG;NA;NA;NA;1923;2006;NA;NA;NA;NA;NA;NA;1045.2598876953125;13.5707;46.442299999999996
428;Valico di fusine;V005;OD:V005;NA;NA;FVG;NA;NA;NA;1970;2012;NA;NA;NA;NA;NA;NA;919.7122802734375;13.682299999999998;46.4997
429;Passo del predil ex forte;V008;OD:V008;NA;NA;FVG;NA;NA;NA;1922;2011;NA;NA;NA;NA;NA;NA;1296.0491943359375;13.5735;46.4189
430;Cave del predil ponte miniera;V010;OD:V010;NA;NA;FVG;NA;NA;NA;2008;2012;NA;NA;NA;NA;NA;NA;1045.2598876953125;13.5698;46.44109999999999
431;Malga alpe del lago;V013;OD:V013;NA;NA;FVG;NA;NA;NA;2008;2011;NA;NA;NA;NA;NA;NA;1095.5361328125;13.662;46.466699999999996
