SiteID;SiteName;SiteCode;FullSiteCode;Elevation;State;County;Comments;Elevation_dem;Longitude;Latitude;codice
417;Basovizza;R104;OD:R104;NA;NA;FVG;NA;374.515319824219;13.8598;45.6416;NA
418;Barcola;S001;OD:S001;NA;NA;FVG;NA;78.3567657470703;13.7523;45.6828;NA
419;Trieste istituto nautico;S002;OD:S002;NA;NA;FVG;Serie HisCentral +Regione FVG;7.49338674545288;13.7646;45.6475;TRI
420;Servola;S003;OD:S003;NA;NA;FVG;NA;29.5611248016357;13.7829;45.6269;NA
421;Muggia;S005;OD:S005;NA;NA;FVG;NA;0.837197184562683;13.7747;45.6011;NA
422;Trieste cattinara;S006;OD:S006;NA;NA;FVG;NA;289.249328613281;13.8331;45.6354;NA
423;Francovec;T001;OD:T001;NA;NA;FVG;NA;14.2160968780518;13.82;45.6073;NA
424;Noghere;U003;OD:U003;NA;NA;FVG;NA;50.5973052978516;13.8168;45.5853;NA
425;Tarvisio campo sportivo;V001;OD:V001;NA;NA;FVG;NA;754.337158203125;13.5938;46.5045;NA
426;Tarvisio;V002;OD:V002;NA;NA;FVG;Serie HisCentral +Regione FVG;788.601867675781;13.5701;46.5063;TAR
427;Cave del predil;V003;OD:V003;NA;NA;FVG;NA;1045.25988769531;13.5707;46.4423;NA
428;Valico di fusine;V005;OD:V005;NA;NA;FVG;NA;919.712280273438;13.6823;46.4997;NA
429;Passo del predil ex forte;V008;OD:V008;NA;NA;FVG;NA;1296.04919433594;13.5735;46.4189;NA
430;Cave del predil ponte miniera;V010;OD:V010;NA;NA;FVG;NA;1045.25988769531;13.5698;46.4411;NA
431;Malga alpe del lago;V013;OD:V013;NA;NA;FVG;NA;1095.5361328125;13.662;46.4667;NA
