hc;cf;distanza;lv;quotaCF;quotaHC;quotaGap;rmse;r2;rmse_annuale
Tolmezzo ponte di caneva;Tolmezzo;1155.2563758552421;16;314;345.44940185546875;31.44940185546875;3;0.98;0.9
Borgo povici;Tolmezzo;16642.254136830183;10;314;361.42498779296875;47.42498779296875;3.2;0.97;1.6
Trieste istituto nautico;Trieste molo f.lli bandiera;1003.773721844816;16;1;7.493386745452881;6.493386745452881;2.1;0.99;0.5
Muggia;Trieste molo f.lli bandiera;5717.130033195047;25;1;0.8371971845626831;0.1628028154373169;2.4;0.99;0.7
Flaibano;Udine s.o.;19028.074412372738;9;91;91.2201919555664;0.22019195556640625;2.8;0.99;0.6
Pantianicco;Udine s.o.;14707.385919016471;10;91;69.67994689941406;21.320053100585938;2.6;0.98;0.4
Colloredo di prato;Udine s.o.;7175.111527330032;16;91;103.91793823242188;12.917938232421875;2.5;0.99;0.4
Udine castello;Udine s.o.;3393.0374583085813;7;91;114.83202362060547;23.83202362060547;2.8;0.98;1
Pasian di prato;Udine s.o.;4105.665833880354;12;91;101.91656494140625;10.91656494140625;2.8;0.98;0.5
Trivignano udinese;Udine s.o.;13009.07836216956;15;91;41.905914306640625;49.094085693359375;1.9;0.99;0.8
Lauzacco;Udine s.o.;7669.262652805799;9;91;55.54144287109375;35.45855712890625;2.4;0.99;0.9
Pavia di udine;Udine s.o.;7222.2344886963365;12;91;63.512428283691406;27.487571716308594;2.7;0.98;0.4
Povoletto;Udine s.o.;11653.735752585926;9;91;131.51287841796875;40.51287841796875;2.6;0.99;0.2
Orzano;Udine s.o.;10592.155459476562;9;91;100.03337860107422;9.033378601074219;2.6;0.98;0.5
Cividale istituto agrario;Udine s.o.;16334.791998396373;20;91;132.30323791503906;41.30323791503906;2.9;0.98;0.9
Brazzano;Udine s.o.;18741.461497107244;9;91;70.73090362548828;20.26909637451172;2.6;0.99;0.3
Aviano;Vivaro;12932.742375821466;4;142;145.93150329589844;3.9315032958984375;2.4;0.99;0.4
Basaldella di vivaro;Vivaro;2127.9975795329215;15;142;141.309814453125;0.690185546875;2.8;0.99;0.4
Pinzano;Vivaro;18028.951690908703;4;142;149.7477569580078;7.7477569580078125;3;0.98;0.7
Vacile;Vivaro;11876.510699689534;5;142;154.6710205078125;12.6710205078125;3.2;0.98;0.4
Spilimbergo la favorita;Vivaro;9493.418537445137;20;142;121.96224212646484;20.037757873535156;2.6;0.99;0.2
