yy;mm;dd;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;18;19;20;21;22;23;25;26;27;28;29;31;32;33;34;35;36;37;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53
2020;1;1;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
2020;1;2;0.2;0;0;NA;0;0;0.1;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;NA;0.1;0;0.1;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
2020;1;3;0;0;0;NA;0;0;0.1;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;NA;NA;0;0;NA;0.1;0;0.1;0.2;0;0;0;0;0;0;0;0.2;0;NA;0;0;0
2020;1;4;0.2;0;0;NA;0;0;0.1;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0.1;0.2;0;NA;NA;0;0;NA;0.3;0;0.1;0;0;0;0;0;0;0;0;0.2;0;NA;0;0;0
2020;1;5;0;0;0;NA;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;NA;0;0;0.1;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
2020;1;6;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
2020;1;7;0.2;0;0.2;NA;0;0;0.1;0;0;0;0.2;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;NA;0.1;0;0.1;0.2;0;0;0;0;0.1;0;0;0;0;NA;0;0;0
2020;1;8;0;0;0;NA;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;NA;0;0;0;0;0.2;0;0;0;0;0;0;0;0;NA;0;0;0
2020;1;9;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
2020;1;10;0;0;0;NA;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;NA;NA;0;0;NA;0.1;0;0.1;0;0;0;0;0;0.1;0;0;0.2;0;NA;0;0;0
2020;1;11;0.2;0;0.2;NA;0;0;0.1;0.2;0;0;0.2;0.2;0;0;0;0;0;0;0;0;0.2;0.1;0;0;0;0.2;0;NA;NA;0;0;NA;0.2;0;0.1;0.2;0;0;0;0;0.1;0;0;0.2;0;NA;0;0;0
2020;1;12;0.2;0;0;NA;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;NA;0;0;0.1;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
2020;1;13;0;0;0;NA;0;0;0.1;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
2020;1;14;0.2;0;0;NA;0;0;0.1;0.2;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0.2;0;NA;NA;0;0;NA;0.1;0;0.1;0.2;0;0;0;0;0;0;0;0.2;0;NA;0;0;0
2020;1;15;0;0;0.2;NA;0;0;0.1;0;0;0;0.2;0.1;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;NA;NA;0;0;NA;0.1;0;0.1;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
2020;1;16;0.2;0;0;NA;0;0;0.1;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;NA;NA;0;0;NA;0.1;0;0;0.2;0;0;0;0;0;0;0;0;0;NA;0;0;0
2020;1;17;0;0;0;NA;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;NA;NA;0;0;NA;0.1;0;0.1;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
2020;1;18;2.2;1.6;1.4;NA;0.4;0;2.9;2.2;0.4;6.2;1.6;2.3;1.2;0.2;1.6;0.5;0.1;0.1;1.4;0.1;4.4;0.5;0.8;1;3.6;0.8;4;NA;NA;0;0.2;NA;3.2;2.8;1.1;1.4;1;0;1.2;0;0.2;0.7;3.1;2.2;0.2;NA;0;0.8;0.6
2020;1;19;0;0;0;NA;0;0;1.4;0;0.1;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;NA;NA;0;0;NA;0;0.4;0;0;NA;0;0.1;0;0;0;0;0;0;NA;0;0;0
2020;1;20;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0.6;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
2020;1;21;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
2020;1;22;0.2;0;0;NA;0;0;0.1;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;NA;0.1;0;0;0.2;0;0;0;0;0;0;0;0;0;NA;0;0;0
2020;1;23;0;0;0;NA;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;NA;NA;0;0;NA;0.1;0;0.1;0;0;0;0;0;0;0;0;0.2;0;NA;0;0;0
