yy;mm;dd;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53
2018;4;10;3.8;4;3.2;NA;27.8;12.4;17.4;3.4;11;2.4;1.4;3.1;55.2;11.6;3.8;6.1;7.7;9.5;3;1.6;16.3;1.2;5.1;0.2;0.2;4.8;0.6;5.6;NA;2;NA;NA;1.2;31.8;NA;1.7;10.6;NA;8.8;8.4;4.4;13;3.1;5;11.3;2.3;1.6;1.2;19.2;NA;1.3;5.7;7.8
2018;4;11;2.2;21;3;NA;11.8;5.2;7.4;6;4.7;9;3;3.6;14;4.7;4.6;16.4;4.4;6.6;12.8;4;10.2;3.2;3.8;3;2.4;2.6;1.6;4.6;NA;7.4;NA;NA;3.2;13.2;NA;2.7;20.2;NA;7.6;3;6.2;5.8;6.2;14;4.1;2.3;6;2.8;12.8;NA;2.8;4.7;9.4
2018;4;12;15.2;47.2;13.2;NA;89.6;35;23.3;34.4;31;48.6;14.6;14.5;67;38.6;32.3;61.4;40.3;75;31.4;18.1;75.6;15.4;24;18.2;15.4;14;11;23.8;NA;38.8;NA;NA;17.6;95.4;NA;15;50.6;NA;17;23.6;36.6;42.2;15.8;43.4;25.3;13.8;31.6;11.8;64.2;NA;19.7;23.9;26.2
2018;4;13;6.4;9.6;2.6;NA;14.8;1.8;3.6;8.2;2.2;8.2;2;1.7;45;6.3;6.1;13.1;7.2;13;4.4;1.4;10.3;2.8;1.7;1.6;1.2;5.2;1.5;1.4;NA;5.2;NA;NA;0.2;21.8;NA;4;15;NA;5.8;4.6;4.8;6.6;5.1;7;0.7;3.6;4.8;1.4;14.2;NA;0.4;7.8;7.7
2018;4;14;0;0;0.2;NA;0;0;0.1;0;0;0;0;0;0.2;0;0.1;0.1;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;0;0;NA;0.1;0;NA;0.2;0;0.2;0;0.1;0;0;0;0;0;0;NA;0;0.1;0
2018;4;15;1;26;2.8;NA;10.8;3.6;1;1.2;4.8;14.2;2.2;2.3;15;4.7;1.1;15.3;4.7;3.6;26.5;2.7;6.3;0.8;4.2;2;2.2;3.2;1.1;2.4;NA;14.6;NA;NA;1.8;11.8;NA;1;14.2;NA;1.5;3.2;1;6.4;2.3;29.8;3.1;1.7;12.6;1.8;13.4;NA;2.3;4.5;3.9
2018;4;16;2.4;2;0;NA;15.8;0.4;0.5;0;3.4;6;0.8;1.3;3.4;0.1;0;0.4;0;28.9;3.5;2.4;9.3;0;0.7;1.4;2.4;0;0;0.8;NA;5.6;NA;NA;1.4;5.8;NA;0.7;7.6;NA;0.6;0;0.8;0;0;2.4;0;0.7;8.2;0.6;1.2;NA;0.6;0;6.5
2018;4;17;0.2;0.2;0;NA;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0.4;0;0;0;0;0.1;0;NA;0;NA;NA;0;0;NA;0.4;0;NA;0;0;0;0;0;0;0.5;0.1;0.1;0;0;NA;0;0;0
2018;4;18;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;0;0;NA;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
2018;4;19;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;0;0;NA;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
2018;4;20;0;0.2;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;0;0;NA;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
2018;4;21;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;0;0;NA;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
2018;4;22;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;0;0;NA;0.1;0;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
2018;4;23;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;0;0;NA;0;0;NA;0;0;0;0;0.1;7.2;0;0;0;0;0;NA;0;0;0
2018;4;24;0;0;0;NA;0;0;0;0;0;1.2;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;NA;1;NA;NA;0;0;NA;0;0;NA;0;0;0;0;0;0.2;0;0;2.1;0;0;NA;0;0;0
2018;4;25;0;0;0;NA;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;NA;0;NA;NA;0;0;NA;0;0;NA;0;0;0;0;0.1;0;0;0.1;0;0;0;NA;0;0;0
2018;4;26;2.8;29.6;10.8;NA;1.6;0;0;1.2;1.4;5.6;1.6;6.8;6.4;4.8;11.6;9.5;3.6;5.5;2.7;0;1;0;5.9;0;0;3.4;0;4.4;NA;5.8;NA;NA;0;2.4;NA;0;24.2;NA;3.1;4.6;9.2;6.8;0.2;23.2;0.7;4.9;11.8;0;4.4;NA;0;6;9.4
2018;4;27;0;0.4;0;NA;0;0;0;0;0;0.4;0;0;1;0;0;0.1;0;0.6;0.7;0;0;0;0;0;0;0;0;0;NA;0.4;NA;NA;0;0;NA;0;0;NA;0;0;0;0.2;0;0.4;0;0;0.5;0;0.2;NA;0;0.1;0.1
2018;4;28;0;0;0;NA;0;0;0;0.2;0;0.2;0;0;0;0;0;0.2;0;0;0.1;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;0;0;NA;0;0.2;NA;0;0;0;0;0;2;0;0;0.1;0;0;NA;0;0;0
2018;4;29;0.2;0.2;0;NA;0.6;0;0;0.2;0;0.4;0;0.2;0.6;0;0.3;0.5;0;0.1;3.3;0;0.6;0;0;0;0;0;0;0;NA;1;NA;NA;0;0.4;NA;0.4;0.6;NA;0.6;0.2;0;0;0;9.2;0;0.2;0.2;0;0;NA;0;0.5;0.6
2018;4;30;0;4.4;0;NA;0.2;0;0;0;0;1;0;0.1;4;0;0;9.1;0;0;2.6;0;0.1;0.2;0;0;0;0;0;0;NA;0.4;NA;NA;0;0;NA;0;1;NA;0;0;0;0;0;3.4;0;0.1;0.3;0;3;NA;0;0;0
2018;5;1;0.4;0.6;0;NA;0;0;0.6;0.4;0;0;0;0;0.2;0;0.4;0.2;0.2;0.1;0.8;0;0;0.4;0;0;0;0;0.1;0;NA;0;NA;NA;0;0;NA;0.3;1.2;NA;0.2;0.2;0.2;0;0.2;0.2;0;0.1;0;0;0;NA;0;0.2;0.1
2018;5;2;4.6;4.6;3.6;NA;8.8;0.2;10.8;5;1.1;11;1.8;2.4;5;4.1;4.5;7.6;5.6;6.6;8.5;1;5.1;4.6;1.5;1.2;0.4;3.8;2.2;1;NA;11.2;NA;NA;0;19.4;NA;4.9;8;NA;7.3;5;5.4;3.6;3.1;12.2;0.1;4.4;6.9;2;10.2;NA;0;6.1;4.1
2018;5;3;5;4.8;1.4;NA;0;11;3.2;0.6;1.2;1.6;3;1.8;0.4;0.1;0.1;3.5;0;0.9;6.3;11.3;0;14.4;3.7;15.6;17.2;0.4;14.9;5.8;NA;3.6;NA;NA;8.8;0;NA;1.8;1.2;NA;1.1;0.2;0.8;0.4;1.4;13.2;5.8;2.7;6.1;5.4;7.2;NA;15.7;0.1;0.7
2018;5;4;6.2;13;5.2;NA;14;5.2;14.4;7.4;4.5;34.2;8;8.5;17.4;14.8;6.5;16;13.1;13.4;21.6;10.3;17.2;20;4.9;15.8;14.4;9.2;19.3;5.8;NA;41.2;NA;NA;3.8;20.8;NA;17.4;9.6;NA;13.5;11;9.6;10.8;11.9;9.4;4.9;6.6;15.5;7.2;13.8;NA;2.2;13.2;6.6
2018;5;5;0.4;0.6;0;NA;0;0;0;0.4;0.4;0.6;2;1.4;0.4;0.6;0.2;0.8;0.2;0.4;3.8;1.8;0;0.2;0.5;2.2;2.2;0.2;0.4;1.6;NA;4.8;NA;NA;0;0;NA;0.3;1.6;NA;0.1;0.4;0.2;0.2;0;4;0.2;0.5;1.6;1.2;0.6;NA;0;0.6;0.2
2018;5;6;0;0.8;0;NA;19.8;0;2.3;0;0;0.4;0;0;5.8;0;0;4.4;4.2;3.5;1.1;0;41.1;0;0;0;0;0;0;0;NA;0.8;NA;NA;0;16.6;NA;0;1.4;NA;6.2;0;0.8;0;1.4;7.6;0;0;0.7;0;6.8;NA;0;0;8.1
2018;5;7;0;0.2;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;0;0;NA;0;0;NA;0.3;0;0;0;0;0.2;0;0;0;0;0.2;NA;0;0;0
2018;5;8;0.2;4.8;0.8;NA;12.6;4.8;0;0.2;0.5;2;8;4.3;2.8;1.1;0.5;14.4;23.1;2.5;18.4;9;2.6;0;2.7;8.2;3;5.2;0.6;1.2;NA;6.6;NA;NA;1;9.2;NA;0.4;3;NA;0.4;3.8;0;4.6;0;9.4;2.2;0.1;4.3;3;5.2;NA;1.4;10.2;0.4
2018;5;9;0;3.8;0;NA;17;2.4;0.2;0;0.1;6.8;0;0;11.8;0.1;0;1.8;0;3.9;2.4;1;2.6;0;0;0.8;0.6;0;0.2;0;NA;4;NA;NA;0;6.4;NA;0.1;22.2;NA;0;0;0.2;0.2;0;5.2;1.5;0;2.5;0;8.4;NA;0.6;0;0.1
2018;5;10;1;0.2;1.4;NA;0;0;0;0;1.4;9;3.2;4.5;0.2;4.6;0;0.5;3.2;0;0.2;0;0;1.2;3.8;0;0;2;1.5;0;NA;11.8;NA;NA;0;20;NA;1.2;4.4;NA;0;4.2;0;4;0;0;0;2.4;2.5;4.6;0;NA;0;1.7;0
2018;5;11;0;0.8;0;NA;0;0;0;0;0;1.4;0;0;19.8;0;17.6;0.1;0;0;7.5;0;10;0;0;0;0;0;0;0;NA;2.4;NA;NA;0;6;NA;0;4.6;NA;7.5;0;2.4;0;0;5.6;0;0;0.4;0;0;NA;0;0;0
2018;5;12;0;0;0;NA;0;0.4;28;0.2;8.4;0.2;0;0;0.8;0;0;0.1;0.4;0.2;0.1;0;1.1;0;0.2;0;0;0;0;0;NA;0.2;NA;NA;0.2;26.4;NA;0;23.2;NA;5.1;2.6;0;0;0;20.2;0;0;0.5;0;0;NA;0.2;0.3;0.7
2018;5;13;21.4;11.2;10.8;NA;1.6;0;26.6;6.4;0;4;0;1.2;25;0;17.1;11.8;5.4;10.5;5.9;0.1;0;15.6;0;0;0;15.8;6.3;0;NA;4;NA;NA;2.2;0.8;NA;10.8;42.2;NA;29.9;7.8;5.4;1.8;22.8;10.6;0;21.3;2.3;0;6.8;NA;0;33.1;5.8
2018;5;14;5.8;15.4;9.6;NA;67.8;6.4;14;9.6;10;8.8;11.8;10.8;16.4;28.5;4.8;18.6;29.4;28.9;11.7;12.9;35.4;2.2;16.5;6.8;3.6;16;5.6;10;NA;8.8;NA;NA;3.4;29;NA;10.8;22.2;NA;5.8;18.2;10.6;22.2;8;16.2;5.4;8.1;8.3;14.6;30.8;NA;3.3;13.4;10.6
2018;5;15;6.4;19;9;NA;12.6;13;6.6;3.6;6.7;8.6;2.2;4.7;22.6;10.3;4.4;17.2;10.4;17.4;18.6;1.8;15.1;0;6.5;0.6;0.2;14.8;0;11.2;NA;9.8;NA;NA;3.8;21.4;NA;4.9;16.2;NA;6.2;10.6;3.6;10.6;1.7;23.8;6.4;11.1;12.8;1.4;13;NA;4;10.8;10.9
2018;5;16;0.2;2.8;0;NA;12.8;0;0;0;4.6;6;0.4;5.6;1.8;0.3;0.2;4.4;1.6;4.5;5.9;0;9.5;0.2;0.6;0;0;0;0;0;NA;3.6;NA;NA;0;17.6;NA;0.2;1.2;NA;0;0.2;1.6;0.6;0;18.6;0.4;0.1;4.5;0;2.6;NA;0;0.4;5.1
2018;5;17;2.2;1.8;11.4;NA;7.6;8.4;18.9;6.4;7.4;2.6;1.6;4.1;3.4;2.8;4.2;1.1;4;2.4;2.5;4.8;43.4;0;6;4;2.2;2.6;0.6;11.8;NA;0.4;NA;NA;16.4;7.4;NA;0.8;2;NA;13.5;5.6;7.6;26;4.2;1.4;9.1;3.9;2.5;5.4;1.8;NA;3.6;4.3;21.4
2018;5;18;0.8;1;3.4;NA;2.4;4;3.7;0.2;0.1;0;0.4;0.8;6.2;0.6;0.7;4.3;3.4;12.5;1.7;0.3;3.2;0;7.2;0.2;0.2;7;0;1.6;NA;0;NA;NA;0;0.2;NA;0.2;1.6;NA;10.8;17;1.2;2;0.9;1.4;1.9;0.6;0;0.2;0.2;NA;0.1;4.2;5
2018;5;19;4.4;16;0.6;NA;0;0.4;0;5.6;0.1;4.6;0.6;0.5;0;7.2;12.2;0.5;0.1;0;10.8;0;0.1;0.2;0.1;0;0;0.2;0;0;NA;0.6;NA;NA;0;2.2;NA;0.1;2;NA;0.3;0.4;4.4;1.4;0.1;13.2;0;13.3;0.4;0;0.2;NA;0;0;0.8
2018;5;20;0;3.2;0;NA;0.4;0;3.5;0;0;1.8;0;0;22.8;0;0;2.3;0;0;4.1;0;0.9;0;0;0;0;0;0;0;NA;0;NA;NA;0;12.2;NA;0;0.2;NA;0;0;0;0;0;3.8;0;0;0.2;0;0;NA;0;0;0.7
2018;5;21;0;11.2;0;NA;0;0.2;0;1;0;0;0;0;18.8;0.2;0;6.6;0;0;4;0;0;0;0;0;0;0;0;8;NA;0;NA;NA;0;3.8;NA;0;20.2;NA;0;0;0;0;0;3.6;0;0;0.2;0;0.8;NA;1;0;1.9
2018;5;22;11.2;8.4;9.2;NA;16.6;17.8;8.9;10;6.9;9.8;9;13.9;15;6.6;9.9;11.4;3.8;8.4;7.7;9.1;13.2;8;6.7;7.4;6.6;7.4;14.4;5.8;NA;11;NA;NA;7.2;19.2;NA;10.4;7.2;NA;10.2;4.8;9;6.8;11.9;7;9.6;10.7;7;16.6;8.6;NA;10.8;7.6;7.5
2018;5;23;0;5.8;0;NA;4.2;0.6;5.3;0.4;0.1;1.2;0.2;0.1;1.2;0;0;1.9;0;0.1;8.8;0.3;0;0.2;0.4;0;0.2;0;0;0.2;NA;2.4;NA;NA;0;0.6;NA;0.1;3.8;NA;14;0;3.4;0;0;12.6;0.5;0.1;0.4;0;0.4;NA;0;0;0.3
2018;5;24;0.6;7.2;15.6;NA;3;0;1.2;NA;0.2;1.4;0;0;15.2;9.8;32.7;6.2;1.4;15.9;14.4;0;1.6;0;2.8;0;0;14.6;0;0;NA;3;NA;NA;0.2;8.6;NA;0;11;NA;2.9;16.8;7;1.2;0.1;12.6;0;3;1.7;0;1.4;NA;0.1;12.2;1.7
2018;5;25;0;0.2;0;NA;8.2;0;0;NA;0.3;3.6;2;4.8;3;6.3;0;9.2;9.9;0.6;11;0.1;5.3;0;16.5;NA;0;0;0;14.4;NA;8.4;NA;NA;0;7.8;NA;0;0.4;NA;0;0.4;0;2;0;12.6;0;0;7.1;0;3.4;NA;0.1;0.1;0.1
2018;5;26;0;0;0;NA;0.8;0;0;NA;0;2.8;0;0;0.2;0.1;0;0.1;0.1;0;0;0;0.1;0;0;0;0;0;0;0;NA;10.4;NA;NA;0;0;NA;0;7.6;NA;0;0.2;0;0;0;0.6;0;0;10.6;0;0;NA;0;0;0
2018;5;27;0;5;0;NA;0;0;0;NA;0;0.2;0;0;0.6;0;0;4.4;0;0;26.3;0;0;0;0;0;0;0;0;0;NA;1.2;NA;NA;0;39.2;NA;0;0.2;NA;0;0;0;0;0;5.6;0;0;1.5;0;0.4;NA;0;0;0
2018;5;28;0;1.2;0.4;NA;15.2;0;0;NA;0.8;0;0;0;0;0;0;0.3;0;0.4;2.3;0;24.2;0;0;0;0;0;0;0;NA;0;NA;NA;0;1.4;NA;0;0.2;NA;0;0;0;0;0;22;0;0;0.4;0;0.2;NA;0;0;0
2018;5;29;0;29.4;0;NA;10.2;0;0;NA;0;4.4;0;0;12.4;0;0;2.2;1.3;10.3;7.8;0;1.3;0;0;0;0;0;0;0;NA;6.4;NA;NA;0;15.4;NA;0;36.4;NA;2.9;0;0.8;0;2.8;9;0;0;4.2;0;8.8;NA;0;6.1;8.8
2018;5;30;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;0.1;0;0;9.5;0;0;0;0;0;0;0;0;0;NA;9.4;NA;NA;0;0;NA;0;0.4;NA;0;0;0;0;0.1;0.6;0;0;4.7;0;0;NA;0;0;0
2018;5;31;0;3.4;0;NA;22;0;0;NA;0;1.2;0;0;3.4;0;0;0.5;0;0;2;0;1.2;0;0;0;0;0;0;0;NA;1.8;NA;NA;0;4.6;NA;0;25;NA;0;0;0;0.2;0;NA;0;0.2;1;0;2.2;NA;0;0;0
2018;6;1;0;0;0;NA;0;0;1;NA;0;0.2;0;0;7.4;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;0;3.4;NA;0;0.4;NA;0;0;0;0;0;NA;0;0;0.1;0;0;NA;0;0;0
2018;6;2;0;0.4;0;NA;0;0;0.2;NA;0;4.2;0;0;0.4;0;0;0.5;0;0;3;0;0.2;0;0;0;0;0;0;0;NA;9.6;NA;NA;0;30.6;NA;0;0.6;NA;1.8;0;0;0;0;NA;0.1;0;7.3;0;0.4;NA;0;0;0.2
2018;6;3;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;0;0;NA;0;0;NA;0;0;0;0;0;NA;0;0;0;0;0;NA;0;0;0
2018;6;4;0;1.2;0;NA;0;0;0;NA;0;0;0;0;2.4;0;0;0.2;0;0;0.4;0.1;0;0;0;0;0;0;0;1;NA;0;NA;NA;0;22.8;NA;0;18.2;NA;0;0;0;0;0;0.6;0;0;2.4;0;0;NA;0;0;0
2018;6;5;2.8;0.6;27;NA;0.4;7.8;9.9;NA;37;2.6;4.6;7.9;2.4;3.9;14.6;17.4;1.7;11.2;0.8;3.3;0;0;5.9;1;0.6;58.6;0.4;3.8;NA;4.2;NA;NA;1.2;9.4;NA;0.1;2.4;NA;0.8;4;20.8;1;2.5;3.6;10.6;2.5;1.2;2.2;0;NA;7.4;28.1;6.1
2018;6;6;0.2;0.4;0;NA;0;0.2;0.1;NA;0.1;0.2;0.2;0.1;1.2;0;0.1;0.1;1.5;0;1.5;0.2;0;0;3.6;0;0;0.2;0;0;NA;9.6;NA;NA;0;3.6;NA;0;0;NA;0.1;0.2;0;0;3.2;4;0.1;0.1;0;0;0;NA;0;0.1;0
2018;6;7;21.8;18.2;5.6;NA;1.2;1.8;1.7;NA;15.4;0;0.4;2.3;0;8.3;2.1;0.2;0.2;1.9;0.7;4.1;27.8;0.4;2.7;9.2;4.8;15.4;2.2;0.4;NA;0.2;NA;NA;1.2;1.2;NA;7.3;8.6;NA;1.5;0.2;2.2;5;10.9;8.4;1.9;16.2;0.1;6.6;0;NA;1.1;0.7;4.4
2018;6;8;18.6;21.8;11;NA;13.4;16.6;17.6;11.6;15.1;12.6;15.2;16.9;25.8;23.6;23.1;14;19.4;14.5;10.3;12.9;18.6;18.8;13.8;15.2;9;43;11.7;4.6;NA;15.8;NA;NA;3.2;17.2;NA;14.3;14.4;NA;21.4;26.6;22;17.4;18.4;9.2;14.7;27.8;5.6;20.2;8.4;NA;3.7;22.5;25.9
2018;6;9;0;0.2;0;NA;0;8.2;0;0;0.3;1.6;0;0;0;0.1;0;0.6;0;0;0.1;0.2;0;0;0.1;0;0;0;0;0;NA;0.6;NA;NA;0;0;NA;0;0.6;NA;0;0;0;1.6;0;1.2;10.8;0.1;0.6;0;0;NA;0.1;0;0
2018;6;10;0;1.4;0;NA;0;0.2;0;0;0;2.6;0;0;2;0;0;0.2;0;0;6.1;0;0.3;0;0;0;0;0;0;0;NA;2.8;NA;NA;0;0;NA;0;0.2;NA;0;0;0;0;0;10.6;0.1;0;0.5;0;0;NA;0;0;0
2018;6;11;0;7.6;0;NA;22.6;0;1.5;0;0.1;2.4;0;0;17;0.5;0.3;10.7;2.1;2.2;7.9;0;13.7;0;0;0;0;0.2;0;0;NA;6.2;NA;NA;0;5.4;NA;0;8.4;NA;0;1;0.6;1;0;NA;0;0;3.8;0;25.6;NA;0;1.1;2.5
2018;6;12;2.8;19.8;6.4;NA;12.8;18.8;6.5;0.4;4.1;5.2;8.8;4.8;23.2;1.1;2.1;20;4.7;14.5;18.4;1.8;7.1;0;8.6;4;1.2;0.6;7.9;7.2;NA;10.4;NA;NA;8.6;18.4;NA;0.9;30.8;NA;1.2;0.8;0.8;3.2;9.3;31.8;13.4;6.6;6.3;1.4;28.2;NA;19;1.8;6.7
2018;6;13;0.6;8.6;25.6;NA;5.2;5.6;23.8;1;2.5;4;0.4;0;22.4;0;8.8;2.2;0.1;23.8;1.7;0;4.7;5;0.1;0;0;0;0;0;NA;12;NA;NA;0;16.4;NA;1.9;16;NA;20;0;1.2;0;10.4;3;12.7;0.1;8.5;0;2.2;NA;0.1;0;11.2
2018;6;14;0;0.2;0;NA;0.2;0;0;0;0;0;0;0;0.2;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;0;0;NA;0;0;NA;0;0;0;0;0;0.2;0;0;0;0;0;NA;0;0;0
2018;6;15;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;0;0;NA;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
2018;6;16;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;0;0;NA;0;0;NA;0;0;0;0;0;0;0;0;0;0;0.4;NA;0;0;0
2018;6;17;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;0;0;NA;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
2018;6;18;0;1;0;NA;0;0;0;0;0;0;9;9.1;0.2;0;3.9;0;0;0;0.8;0;0;0;0;1.6;1.4;0;0;0;NA;0;NA;NA;0;0;NA;0;1.2;NA;0;0;0;0;0;0;0;0;0;6.4;0.4;NA;0;2.8;0
2018;6;19;0;0;0;NA;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;0;0;NA;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
2018;6;20;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;0;0;NA;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
2018;6;21;0;0;0;NA;0.8;0;3.5;0;0.1;0;0;0;4.2;0;0;1.8;0.1;0;13.8;0;0.1;0;0;0;0;0.2;0.2;0;NA;0.8;NA;NA;0;0.8;NA;0;0;NA;0;0;0;1.4;0;7;0;0;0.2;0.2;1.8;NA;0;0;0
2018;6;22;25;3;17.2;NA;6.8;35.2;13;6.4;20.1;10.8;14.8;19.6;13.2;11.2;10.8;1.4;14.6;15.8;1.3;20.5;9.3;10.8;30.1;22.6;22.4;30.8;22.8;13.8;NA;15.6;NA;NA;8.4;47.2;NA;13.7;6.4;NA;6.3;26.4;5.4;11.4;9.4;0.8;22.6;34.1;10;32.6;4.8;NA;12.5;23.3;5.8
2018;6;23;0;0.4;0.4;NA;0;0;0;0;0;0;0;0;0;0;0;0.3;0;0;0;0;0.1;0;0;0;0;0;0;0;NA;0.2;NA;NA;0;0;NA;0;0.2;NA;0;0;NA;0;0.1;0;0;0;0;0;0.2;NA;0;0;0
2018;6;24;0.6;3;0;NA;0;0;1.8;0.2;3.6;4.8;0.2;1;0.6;9.4;0;0.2;5;0;3;0;0.2;0;2.9;0;0;1.6;0;0;NA;5.2;NA;NA;0;2.2;NA;0.2;2.6;NA;8.7;1.2;NA;5.4;1.9;0.8;0;1.6;9.9;0;0;NA;0;4;6.3
2018;6;25;2.6;5.8;7.8;NA;8.4;11;4.7;6.2;11;3;6.8;8.8;17.4;15.3;3.8;2.3;21.3;6.2;3.8;10.1;13.4;0.6;12.5;6.6;5.6;17.8;3.9;9.6;NA;3.8;NA;NA;2.4;8.4;NA;3;4;NA;5.1;24.6;NA;15.6;2.7;4.6;7.1;2.6;2.9;8;6.4;NA;2.6;21.5;6.2
2018;6;26;0.2;0;0.2;NA;0;0;0;0.2;0;0;0;0;0.2;0;0.1;0.1;0;0.2;0;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;0;0.1;0;0;NA;0;0.1;0.1
2018;6;27;5.4;0;0.4;NA;0;0.4;0.5;5.6;11.4;0;0;0.1;0;0.2;10.4;0;1.5;7.9;0;1;0.1;1.4;12.9;0.4;0.2;3.4;0.1;5;NA;0;NA;NA;0;0;NA;6.3;3.8;NA;5.1;5;1;0;3.1;0;0.6;0.4;0;0;0;NA;0;4;0.8
2018;6;28;0;0;0.2;NA;0;0;0.1;0;0;1;0;0.1;0;0.1;0.1;0;0;0.2;0;0;0;0;0;0;0;0;0;0;NA;1.6;NA;NA;0;0;NA;0;0;NA;0;0;0;0;0.1;0;0;0;0.4;0;0;NA;0;0;0
2018;6;29;0;0;0;NA;0;0;0.1;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0.2;NA;NA;0;0;NA;0;0;NA;0;0;0;0;0;0;0;0;0.2;0;0;NA;0;0;0
2018;6;30;11;3.6;0.2;NA;0;0;0;7;0;1;0.8;2;2;0;0.6;0;0;0;0;10.5;0;7.4;0;2;2;0;3;0.2;NA;1;NA;NA;3.8;0;NA;0.9;26.6;NA;21.4;0;5.2;0.2;25.1;0;0;5.7;0;6.2;0;NA;4.8;0;0
2018;7;1;5.8;0.6;0;NA;0;3;0;5;0;0.2;2.8;0.1;0;0;0.5;0;0;0;0;1.4;0;5.8;0;5.6;2.6;0;1.8;1;NA;0;NA;NA;0.6;0;NA;1.1;2.2;NA;1.1;0;6.8;0;0.5;0;1.4;2.1;0;7;0;NA;1.8;0;0
2018;7;2;0;0;0;NA;0.2;0;0;0;0;0;0;0;1;0;0;0.2;0;0;1.1;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;0;0.4;NA;0;0;NA;0;0;0;0;0;1.2;0;0;0;0;1.4;NA;0;0;0
2018;7;3;0;13.6;0;NA;1.4;0;0.2;0;12.2;2.6;0;0;2.8;23.2;0.1;0.1;20.4;20.7;1.5;0;3;0;0;0;0;0;0;0;NA;0.4;NA;NA;0;2.4;NA;0;12;NA;1.1;6.8;15.2;21.2;0;NA;0;0;0;0;0;NA;0;16.2;4.9
2018;7;4;0;5.8;0;NA;0;0;0.2;0;1.7;0.8;0;0;0.6;0.1;0;1.1;0;1.5;8.4;0;0.3;0;1.4;0;0;0;0;2.8;NA;0;NA;NA;0;0;NA;0;22.2;NA;0.1;0.2;0;0.2;0;1;0;0;0;0;0;NA;0;0.3;0.3
