yy;mm;dd;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53
1996;8;6;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;NA;0.6;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;3.2;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;0;NA;0;0;NA;NA;NA;NA;0;0;0
1996;8;7;NA;NA;NA;NA;NA;NA;3.6;NA;0.2;NA;NA;13.1;NA;NA;NA;9.8;3.8;8.6;NA;0;NA;NA;0.6;NA;NA;NA;NA;NA;8;NA;NA;NA;NA;NA;NA;26.6;NA;NA;54;NA;NA;NA;42;NA;0;NA;NA;NA;NA;NA;0;6.2;41.2
1996;8;8;NA;NA;NA;NA;NA;NA;4.2;NA;1;NA;NA;6.3;NA;NA;NA;4;3.4;4.4;NA;6.2;NA;NA;1.6;NA;NA;NA;NA;NA;5.8;NA;NA;NA;NA;NA;NA;6;NA;NA;28.4;NA;NA;NA;10;NA;2;NA;NA;NA;NA;NA;0.2;1.8;8
1996;8;9;NA;NA;NA;NA;NA;NA;0.2;NA;0;NA;NA;0.1;NA;NA;NA;0.2;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0.2;NA;NA;NA;NA;NA;NA;0;NA;NA;0.2;NA;NA;NA;0.2;NA;0;0;NA;NA;NA;NA;0;0;0
1996;8;10;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;NA;0;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;0;NA;0;0;NA;NA;NA;NA;0;0;0
1996;8;11;NA;NA;NA;NA;NA;NA;15.2;NA;12.2;NA;NA;7.7;NA;NA;NA;43.6;9;1.8;NA;15.2;NA;NA;13.2;NA;NA;NA;NA;NA;2.2;NA;NA;NA;NA;NA;NA;28;NA;NA;12.8;NA;NA;NA;9;NA;15;9.4;NA;NA;NA;NA;6.8;8;29
1996;8;12;NA;NA;NA;NA;NA;NA;37;NA;59.8;NA;NA;51.2;NA;NA;NA;89;47.6;91.4;NA;15.8;NA;NA;42.8;NA;NA;NA;NA;NA;40;NA;NA;NA;NA;NA;NA;47.4;NA;NA;75;NA;NA;NA;71.8;NA;11.8;71.6;NA;NA;NA;NA;17.6;67.2;47
1996;8;13;NA;NA;NA;NA;NA;NA;3.4;NA;2.4;NA;NA;1.7;NA;NA;NA;13.6;1;0.6;NA;5.6;NA;NA;5;NA;NA;NA;NA;NA;3.8;NA;NA;NA;NA;NA;NA;1.8;NA;NA;3;NA;NA;NA;2.2;NA;10.6;0.8;NA;NA;NA;NA;10.2;0.4;12.2
1996;8;14;NA;NA;NA;NA;NA;NA;0.2;NA;0.2;NA;NA;0.2;NA;NA;NA;0.2;0;0;NA;0;NA;NA;0.2;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0.2;NA;NA;NA;0.2;NA;0.2;0.2;NA;NA;NA;NA;0;0;0.2
1996;8;15;NA;NA;NA;NA;NA;NA;12.2;NA;1;NA;NA;0;NA;NA;NA;0.6;6.4;8;NA;3;NA;NA;0;NA;NA;NA;NA;NA;5.6;NA;NA;NA;NA;NA;NA;0.2;NA;NA;1;NA;NA;NA;1;NA;0.2;0.6;NA;NA;NA;NA;0.2;0.2;8.2
1996;8;16;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0.1;NA;NA;NA;0.2;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;0;NA;0;0;NA;NA;NA;NA;0;0;0.2
1996;8;17;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;NA;0.2;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0.2;NA;NA;0;NA;NA;NA;0.2;NA;0;0.2;NA;NA;NA;NA;0;0;0
1996;8;18;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;NA;0.2;0;0;NA;16;NA;NA;0;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;0;NA;0.6;0;NA;NA;NA;NA;0;0;0
1996;8;19;NA;NA;NA;NA;NA;NA;0.2;NA;0;NA;NA;0;NA;NA;NA;0;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0.2;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;0;NA;0;0;NA;NA;NA;NA;0;0;0
1996;8;20;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;NA;0;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;0.2;NA;0;0;NA;NA;NA;NA;9.6;0;0
1996;8;21;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;NA;0;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;0;NA;0;0;NA;NA;NA;NA;0;0;0
1996;8;22;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;NA;1.4;0;4.8;NA;0;NA;NA;0;NA;NA;NA;NA;NA;3.8;NA;NA;NA;NA;NA;NA;0.2;NA;NA;0;NA;NA;NA;0;NA;0;0;NA;NA;NA;NA;0;0.6;1
1996;8;23;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;NA;0.2;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;0.2;NA;0;0.2;NA;NA;NA;NA;0;0.2;0
1996;8;24;NA;NA;NA;NA;NA;NA;2.8;NA;1.6;NA;NA;4.8;NA;NA;NA;12.2;0.6;1.2;NA;6;NA;NA;6.2;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;5.2;NA;NA;2.2;NA;NA;NA;0.8;NA;1;4;NA;NA;NA;NA;0.2;1;2
1996;8;25;NA;NA;NA;NA;NA;NA;0.2;NA;3.8;NA;NA;1;NA;NA;NA;1;38;1.6;NA;8.8;NA;NA;2.4;NA;NA;NA;NA;NA;6.8;NA;NA;NA;NA;NA;NA;9.8;NA;NA;11.4;NA;NA;NA;15.6;NA;6.8;0.6;NA;NA;NA;NA;3.8;5.2;39.4
1996;8;26;NA;NA;NA;NA;NA;NA;0;NA;5.4;NA;NA;11.5;NA;NA;NA;0.6;5.6;18;NA;11.2;NA;NA;9;NA;NA;NA;NA;NA;5.6;NA;NA;NA;NA;NA;NA;6.8;NA;NA;0;NA;NA;NA;0.6;NA;0.8;6.2;NA;NA;NA;NA;1.6;1.6;0
1996;8;27;NA;NA;NA;NA;NA;NA;14.8;NA;7;NA;NA;17.3;NA;NA;NA;5.6;11.2;12;NA;4.4;NA;NA;20;NA;NA;NA;NA;NA;2.8;NA;NA;NA;NA;NA;NA;17.6;NA;NA;9.6;NA;NA;NA;27.2;NA;0.6;17.2;NA;NA;NA;NA;11.4;11.2;11.6
1996;8;28;NA;NA;NA;NA;NA;NA;77.8;NA;9.8;NA;NA;10.6;NA;NA;NA;36.2;18;57.8;NA;14.4;NA;NA;10;NA;NA;NA;NA;NA;45;NA;NA;NA;NA;NA;NA;23.4;NA;NA;77.6;NA;NA;NA;22.8;NA;12.8;34.6;NA;NA;NA;NA;9.2;40;41.2
1996;8;29;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;NA;0;1.8;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;3.8;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;0;NA;0;13.2;NA;NA;NA;NA;0;0.6;0.2
1996;8;30;NA;NA;NA;NA;NA;NA;0.2;NA;0;NA;NA;0;NA;NA;NA;1;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;0;NA;0;0;NA;NA;NA;NA;0;0;0
1996;8;31;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;NA;0.2;0;0;NA;0;NA;NA;1.4;NA;NA;NA;NA;NA;0.2;NA;NA;NA;NA;NA;NA;0.2;NA;NA;0;NA;NA;NA;0.4;NA;0;0;NA;NA;NA;NA;0;0;0
1996;9;1;NA;NA;NA;NA;NA;NA;0.4;NA;4.6;NA;NA;1.7;NA;NA;NA;0.4;6.6;4.4;NA;0;NA;NA;1.4;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;0;NA;NA;1.2;NA;NA;NA;9.4;NA;0;0;NA;NA;NA;NA;0;2.6;1.6
1996;9;2;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0.1;NA;NA;NA;0.2;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;1.4;NA;NA;0.8;NA;NA;NA;0;NA;NA;0;NA;NA;NA;0.2;NA;0;NA;NA;NA;NA;NA;0;0.2;0
1996;9;3;NA;NA;NA;NA;NA;NA;0.4;NA;0.2;NA;NA;1.2;NA;NA;NA;0;0;0;NA;0.2;NA;NA;0.2;NA;NA;NA;NA;NA;1.6;NA;NA;0.2;NA;NA;NA;0.8;NA;NA;0.2;NA;NA;NA;0;NA;0;0.4;NA;NA;NA;NA;0;0;0
1996;9;4;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;NA;0.2;0;0;NA;0;NA;NA;0.2;NA;NA;NA;NA;NA;1;NA;NA;0.4;NA;NA;NA;0;NA;NA;0.2;NA;NA;NA;0;NA;0;0.2;NA;NA;NA;NA;0;0;0.2
1996;9;5;NA;NA;NA;NA;NA;NA;0;NA;19.6;NA;NA;14.3;NA;NA;NA;5.8;4.4;9.8;NA;15;NA;NA;12.2;NA;NA;NA;NA;NA;5.2;NA;NA;2.8;NA;NA;NA;24.2;NA;NA;0;NA;NA;NA;0.4;NA;9.8;20.4;NA;NA;NA;NA;7.4;8;2
1996;9;6;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;9.9;NA;NA;NA;0;0;1.2;NA;5;NA;NA;0;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;20;NA;NA;1.8;NA;NA;NA;0;NA;1.2;8;NA;NA;NA;NA;4.2;0.2;0
1996;9;7;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;NA;0;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;NA;NA;0;NA;0;0;NA;NA;NA;NA;0;0;0
1996;9;8;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;1.4;NA;NA;NA;0;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;NA;NA;0;NA;0;0;NA;NA;NA;NA;0;0;0.6
1996;9;9;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0.1;NA;NA;NA;0;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;NA;NA;0;NA;0;0;NA;NA;NA;NA;0;0;0
1996;9;10;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;NA;0;1.2;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;NA;NA;0;NA;0;0;NA;NA;NA;NA;0;0.2;0
1996;9;11;NA;NA;NA;NA;NA;NA;0.2;NA;17.6;NA;NA;50.5;NA;NA;NA;0;20;44.8;NA;2.6;NA;NA;15.8;NA;NA;NA;NA;NA;1.6;NA;NA;0;NA;NA;NA;0.2;NA;NA;5;NA;NA;NA;8.6;NA;1.2;21;NA;NA;NA;NA;7.8;29.2;50
1996;9;12;NA;NA;NA;NA;NA;NA;0;NA;8.2;NA;NA;40.9;NA;NA;NA;0;4.4;0.2;NA;61.4;NA;NA;17;NA;NA;NA;NA;NA;5.4;NA;NA;0;NA;NA;NA;0;NA;NA;0.2;NA;NA;NA;0.2;NA;36.2;0.6;NA;NA;NA;NA;13.2;2.2;0
1996;9;13;NA;NA;NA;NA;NA;NA;0.8;NA;15.4;NA;NA;19;NA;NA;NA;0.2;3.8;4;NA;10.4;NA;NA;21.4;NA;NA;NA;NA;NA;1.6;NA;NA;0.2;NA;NA;NA;16.4;NA;NA;6.8;NA;NA;NA;7.2;NA;11;6;NA;NA;NA;NA;3.4;3.4;8.6
1996;9;14;NA;NA;NA;NA;NA;NA;0.2;NA;0;NA;NA;0.1;NA;NA;NA;0;0.2;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;NA;NA;0.2;NA;NA;NA;0.2;NA;NA;0.2;NA;NA;NA;0.2;NA;0;0;NA;NA;NA;NA;0;0;0
1996;9;15;NA;NA;NA;NA;NA;NA;0;NA;22.2;NA;NA;0.5;NA;NA;NA;0.4;7.6;0;NA;0;NA;NA;8;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;13.8;NA;NA;0;NA;NA;NA;0.2;NA;2.8;0.2;NA;NA;NA;NA;0;0;0
1996;9;16;NA;NA;NA;NA;NA;NA;0;NA;0.2;NA;NA;0.6;NA;NA;NA;0;1;0;NA;0;NA;NA;4.8;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;0.2;NA;NA;0;NA;NA;NA;0;NA;6;0;NA;NA;NA;NA;10.4;4.8;0
1996;9;17;NA;NA;NA;NA;NA;NA;2.8;NA;5.4;NA;NA;4.8;NA;NA;NA;3.8;2.2;0.8;NA;1.4;NA;NA;3;NA;NA;NA;NA;NA;0.4;NA;NA;0.8;NA;NA;NA;5.6;NA;NA;1;NA;NA;NA;4.6;NA;1.2;5.4;NA;NA;NA;NA;2;4.4;0
1996;9;18;NA;NA;NA;NA;NA;NA;1.6;NA;0.2;NA;NA;0.3;NA;NA;NA;6.2;0;0.4;NA;0;NA;NA;0.4;NA;NA;NA;NA;NA;2.8;NA;NA;5.6;NA;NA;NA;0.8;NA;NA;1.8;NA;NA;NA;1.8;NA;0.2;0.2;NA;NA;NA;NA;0;0.4;3.4
1996;9;19;NA;NA;NA;NA;NA;NA;0.4;NA;1.6;NA;NA;2.9;NA;NA;NA;0.8;1.2;1.4;NA;2.8;NA;NA;3.2;NA;NA;NA;NA;NA;2;NA;NA;1.2;NA;NA;NA;2.4;NA;NA;0.2;NA;NA;NA;1;NA;5.2;2.2;NA;NA;NA;NA;0.8;1.2;1.2
1996;9;20;NA;NA;NA;NA;NA;NA;0.4;NA;1.4;NA;NA;4.3;NA;NA;NA;0.6;0.2;0.4;NA;2.8;NA;NA;3;NA;NA;NA;NA;NA;0;NA;NA;1.4;NA;NA;NA;2.4;NA;NA;0.2;NA;NA;NA;0.4;NA;1;1;NA;NA;NA;NA;0.6;0.4;1
1996;9;21;NA;NA;NA;NA;NA;NA;4.2;NA;28.6;NA;NA;33.1;NA;NA;NA;13.4;14.8;7.8;NA;75.8;NA;NA;32.6;NA;NA;NA;NA;NA;12.4;NA;NA;15;NA;NA;NA;21.6;NA;NA;7.8;NA;NA;NA;4;NA;27;22.4;NA;NA;NA;NA;34.6;6.8;13
1996;9;22;NA;NA;NA;NA;NA;NA;6;NA;2;NA;NA;8.4;NA;NA;NA;11.6;13.2;13.4;NA;8.2;NA;NA;4.4;NA;NA;NA;NA;NA;4.4;NA;NA;9.6;NA;NA;NA;9.4;NA;NA;5.8;NA;NA;NA;7.2;NA;10.2;12.8;NA;NA;NA;NA;7.4;12.8;2.6
1996;9;23;NA;NA;NA;NA;NA;NA;24.8;NA;22.2;NA;NA;23.5;NA;NA;NA;13.4;16.6;17.8;NA;16.6;NA;NA;21.6;NA;NA;NA;NA;NA;20;NA;NA;10;NA;NA;NA;21.2;NA;NA;26.4;NA;NA;NA;24;NA;19.6;26.4;NA;NA;NA;NA;13.8;18.8;18.4
1996;9;24;NA;NA;NA;NA;NA;NA;13.2;NA;14.8;NA;NA;10.9;NA;NA;NA;5.6;22;10.2;NA;8.4;NA;NA;13.6;NA;NA;NA;NA;NA;13.6;NA;NA;3.2;NA;NA;NA;3;NA;NA;4.2;NA;NA;NA;3.6;NA;18.2;2.2;NA;NA;NA;NA;9.4;1.6;23.2
1996;9;25;NA;NA;NA;NA;NA;NA;20.4;NA;5.4;NA;NA;4.2;NA;NA;NA;9.8;5.4;4.2;NA;5.8;NA;NA;6.2;NA;NA;NA;NA;NA;7;NA;NA;9.4;NA;NA;NA;12;NA;NA;9.4;NA;NA;NA;12.4;NA;7.8;9;NA;NA;NA;NA;10.4;7;11.4
1996;9;26;NA;NA;NA;NA;NA;NA;0.2;NA;0;NA;NA;0;NA;NA;NA;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;0;NA;NA;0.2;NA;NA;NA;0;NA;0;0;NA;NA;NA;NA;0;0;0
1996;9;27;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;NA;0;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;0.2;NA;NA;0;NA;NA;NA;0.2;NA;0;0;NA;NA;NA;NA;0;0;0
1996;9;28;NA;NA;NA;NA;NA;NA;0.2;NA;0.2;NA;NA;1.4;NA;NA;NA;0;0;0;NA;4.4;NA;NA;0.2;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;1;NA;NA;0.4;NA;NA;NA;0.2;NA;0.8;0.6;NA;NA;NA;NA;1;0;0.2
1996;9;29;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;NA;0;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;NA;NA;0.2;NA;0;0.2;NA;NA;NA;NA;0;0;0
1996;9;30;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;NA;0;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;NA;NA;0;NA;0;0;NA;NA;NA;NA;0;0;0
1996;10;1;NA;NA;NA;NA;NA;NA;0;NA;0.2;NA;NA;0;NA;NA;NA;3;0.2;0.4;NA;0.2;NA;NA;0;NA;NA;NA;NA;NA;1.2;NA;NA;2.8;NA;NA;NA;0;NA;NA;0;NA;NA;NA;0;NA;0.2;0;NA;NA;NA;NA;0;0;0.2
1996;10;2;NA;NA;NA;NA;NA;NA;50.4;NA;53;NA;NA;119.5;NA;NA;NA;86.4;81.8;97.6;NA;32.8;NA;NA;49.2;NA;NA;NA;NA;NA;73.6;NA;NA;73.8;NA;NA;NA;49.4;NA;NA;61.2;NA;NA;NA;62.4;NA;27.4;77.4;NA;NA;NA;NA;10.8;103.2;81.4
1996;10;3;NA;NA;NA;NA;NA;NA;0;NA;0.2;NA;NA;0;NA;NA;NA;0;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;NA;NA;21.4;NA;NA;NA;0;NA;NA;0.2;NA;NA;NA;0.2;NA;0;0;NA;NA;NA;NA;0;0;0
1996;10;4;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;NA;0;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;NA;NA;0;NA;0;0;NA;NA;NA;NA;0;0;0
1996;10;5;NA;NA;NA;NA;NA;NA;46.4;NA;17.8;NA;NA;22.5;NA;NA;NA;61;31;41.8;NA;12;NA;NA;14.2;NA;NA;NA;NA;NA;33;NA;NA;58.4;NA;NA;NA;21;NA;NA;49;NA;NA;NA;45.4;NA;10.6;24.6;NA;NA;NA;NA;3.2;32.4;58.6
1996;10;6;NA;NA;NA;NA;NA;NA;28.2;NA;5.8;NA;NA;15.8;NA;NA;NA;21.8;13.4;20;NA;9.8;NA;NA;5;NA;NA;NA;NA;NA;11.2;NA;NA;18.8;NA;NA;NA;16;NA;NA;35.6;NA;NA;NA;24.2;NA;4.6;23.2;NA;NA;NA;NA;2.6;31;27
1996;10;7;NA;NA;NA;NA;NA;NA;2;NA;0.8;NA;NA;3.7;NA;NA;NA;2.8;2;2;NA;5.4;NA;NA;1;NA;NA;NA;NA;NA;0.2;NA;NA;5.6;NA;NA;NA;7.8;NA;NA;3.2;NA;NA;NA;3.4;NA;4.2;8;NA;NA;NA;NA;3.8;3.8;2.8
1996;10;8;NA;NA;NA;NA;NA;NA;2.2;NA;0.4;NA;NA;0.4;NA;NA;NA;0.6;0.2;0;NA;0.4;NA;NA;1;NA;NA;NA;NA;NA;0.2;NA;NA;0.8;NA;NA;NA;2.8;NA;NA;2.4;NA;NA;NA;3.2;NA;4;1.6;NA;NA;NA;NA;2.2;0.6;0.2
1996;10;9;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;NA;0;0;0;NA;0.6;NA;NA;0;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;NA;NA;0;NA;0.4;0;NA;NA;NA;NA;1.6;0;0
1996;10;10;NA;NA;NA;NA;NA;NA;0.2;NA;0;NA;NA;0.1;NA;NA;NA;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;0.2;NA;NA;0;NA;NA;NA;0;NA;NA;0.2;NA;NA;NA;0.2;NA;0;0;NA;NA;NA;NA;0;0;1.2
1996;10;11;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;NA;0;1.6;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0.2;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;NA;NA;0;NA;0;0;NA;NA;NA;NA;0;0;0.6
1996;10;12;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;NA;0;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;NA;NA;0.2;NA;NA;NA;0;NA;NA;0;NA;NA;NA;0;NA;0;0;NA;NA;NA;NA;0;0;0
1996;10;13;NA;NA;NA;NA;NA;NA;0.2;NA;0;NA;NA;0.2;NA;NA;NA;0;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;0.2;NA;NA;0;NA;NA;NA;0.2;NA;0;0.2;NA;NA;NA;NA;0;0;0
1996;10;14;NA;NA;NA;NA;NA;NA;1.6;NA;17;NA;NA;18.6;NA;NA;NA;0.4;15.4;10;NA;25.4;NA;NA;15.6;NA;NA;NA;NA;NA;4.8;NA;NA;1.6;NA;NA;NA;12;NA;NA;3;NA;NA;NA;5.4;NA;23.8;13.8;NA;NA;NA;NA;15.6;9.2;2.8
1996;10;15;NA;NA;NA;NA;NA;NA;53.6;NA;32.4;NA;NA;14;NA;NA;NA;188.4;51.8;60;NA;15.8;NA;NA;24.4;NA;NA;NA;NA;NA;63;NA;NA;174.6;NA;NA;NA;25;NA;NA;106.6;NA;NA;NA;63.8;NA;8.4;30;NA;NA;NA;NA;0.4;52.8;75.6
1996;10;16;NA;NA;NA;NA;NA;NA;80;NA;23.2;NA;NA;25.9;NA;NA;NA;120;30.2;83.4;NA;25.4;NA;NA;15.4;NA;NA;NA;NA;NA;56.2;NA;NA;125.8;NA;NA;NA;27.4;NA;NA;97.4;NA;NA;NA;70.8;NA;13.4;27.8;NA;NA;NA;NA;9;52.4;112.6
1996;10;17;NA;NA;NA;NA;NA;NA;28.4;NA;1.4;NA;NA;5.6;NA;NA;NA;64.2;38.2;11.4;NA;4;NA;NA;1.6;NA;NA;NA;NA;NA;22;NA;NA;81;NA;NA;NA;38.2;NA;NA;20.4;NA;NA;NA;16.4;NA;1.8;23.2;NA;NA;NA;NA;1.2;37.8;40.8
1996;10;18;NA;NA;NA;NA;NA;NA;12.6;NA;3.6;NA;NA;7.4;NA;NA;NA;13;3.2;10.2;NA;16;NA;NA;5;NA;NA;NA;NA;NA;3.4;NA;NA;12.8;NA;NA;NA;21;NA;NA;12;NA;NA;NA;12.8;NA;3.8;15.8;NA;NA;NA;NA;4.2;9;6.8
1996;10;19;NA;NA;NA;NA;NA;NA;0.2;NA;0;NA;NA;0.1;NA;NA;NA;0.2;0;0.2;NA;0.2;NA;NA;0.2;NA;NA;NA;NA;NA;0;NA;NA;1;NA;NA;NA;0.2;NA;NA;0.2;NA;NA;NA;0.2;NA;0;0.2;NA;NA;NA;NA;0;0.4;0
1996;10;20;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0.3;NA;NA;NA;0;0.2;0;NA;0;NA;NA;0.2;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;0.2;NA;NA;0.2;NA;NA;NA;0.2;NA;0;0.2;NA;NA;NA;NA;0;0;0
1996;10;21;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;NA;0.2;0;0;NA;0.2;NA;NA;0;NA;NA;NA;NA;NA;0.2;NA;NA;0.8;NA;NA;NA;0.2;NA;NA;0;NA;NA;NA;0;NA;0;0;NA;NA;NA;NA;0;0;0
1996;10;22;NA;NA;NA;NA;NA;NA;0.2;NA;0;NA;NA;0.2;NA;NA;NA;0;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;0.2;NA;NA;0.2;NA;NA;NA;0.2;NA;0;0.2;NA;NA;NA;NA;0;0.2;0
1996;10;23;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0.1;NA;NA;NA;0;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;0.2;NA;NA;0.2;NA;NA;NA;0.2;NA;0;0;NA;NA;NA;NA;0;0;0
1996;10;24;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;NA;0;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;NA;NA;0;NA;0;0;NA;NA;NA;NA;0;0;0
1996;10;25;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;NA;0;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;NA;NA;0;NA;0;0;NA;NA;NA;NA;0;0;0
1996;10;26;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;NA;0;0;0.2;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;NA;NA;0.6;NA;NA;NA;0.2;NA;NA;0.2;NA;NA;NA;0;NA;0;0;NA;NA;NA;NA;0;0;0
1996;10;27;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;NA;0;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;NA;NA;0.2;NA;0;0;NA;NA;NA;NA;0;0;0
1996;10;28;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;NA;0;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;NA;NA;0.2;NA;NA;NA;0;NA;NA;0;NA;NA;NA;0;NA;0.2;0;NA;NA;NA;NA;0;0;0
