hc;cf;distanza;lv;quotaCF;quotaHC;quotaGap;rmse;r2;rmse_annuale
Albana;Capriva del friuli;10188.429459851473;17;85;134.72122192382812;49.721221923828125;10.8;0.28;2.6
Brazzano;Capriva del friuli;5024.200828180445;16;85;70.73090362548828;14.269096374511719;10.8;0.28;2.8
Cormons;Capriva del friuli;3346.2966924906877;16;85;79.207275390625;5.792724609375;12.3;0.2;0.5
Capriva localita' la baita;Capriva del friuli;1256.760196728398;15;85;53.29371643066406;31.706283569335938;10.1;0.31;2.6
Gorizia aeroporto di merna;Capriva del friuli;8374.826046267868;20;85;58.04591369628906;26.954086303710938;11.3;0.23;0.7
Doberdo' centro visite gradina;Capriva del friuli;13090.259265643344;24;85;60.08134078979492;24.918659210205078;13.3;0.22;5
Camporosso;Cave del predil;8650.730061615031;12;914;889.34991455078125;24.65008544921875;16.8;0.15;1
Malborghetto ponte per nebria;Cave del predil;12466.498122886745;21;914;895.99737548828125;18.00262451171875;15.6;0.25;3.2
Valico di fusine;Cave del predil;11235.496394430202;13;914;919.7122802734375;5.7122802734375;15.6;0.24;3
Ariis centro e.t.p.;Cervignano del friuli;19861.082096729402;18;8;10.054102897644043;2.054102897644043;10.2;0.24;1.7
Pocenia zona industriale;Cervignano del friuli;17497.052611266867;18;8;5.951496601104736;2.0485033988952637;11.7;0.24;2.9
Lestizza;Cervignano del friuli;19327.138604404558;18;8;38.815711975097656;30.815711975097656;9.9;0.24;2
Talmassons;Cervignano del friuli;19306.935740703902;19;8;25.050640106201172;17.050640106201172;10.6;0.23;1.6
Mortegliano;Cervignano del friuli;16370.420021296966;17;8;42.066070556640625;34.066070556640625;11;0.2;0.4
Castions di strada;Cervignano del friuli;12718.294328026037;15;8;20.14171028137207;12.14171028137207;10.7;0.2;0.4
Cormor paradiso;Cervignano del friuli;14253.741144187281;17;8;11.960711479187012;3.9607114791870117;10.8;0.16;1.1
Sant'andrat del cormor;Cervignano del friuli;15397.47426279427;16;8;22.43624496459961;14.43624496459961;12;0.24;3
Zavattina;Cervignano del friuli;13884.871875617597;18;8;6.220213413238525;1.7797865867614746;10.2;0.25;2.5
Fauglis;Cervignano del friuli;7115.680503714719;18;8;17.458444595336914;9.458444595336914;11.3;0.17;0.3
San giorgio di nogaro;Cervignano del friuli;9967.81323304778;17;8;5.442806243896484;2.5571937561035156;10.2;0.22;1.6
Planais;Cervignano del friuli;11249.813863793386;18;8;-0.07753685861825943;8.07753685861826;9.8;0.23;0.6
Castions delle mure casali fabbrica;Cervignano del friuli;2120.2648508681136;26;8;1.4943509101867676;6.505649089813232;8.8;0.34;0.3
Torviscosa;Cervignano del friuli;5883.6170481986655;17;8;2.9870262145996094;5.012973785400391;10.2;0.24;1.9
Belvat;Cervignano del friuli;6208.133842465924;18;8;-1.075460433959961;9.075460433959961;11.2;0.15;0.4
Cervignano;Cervignano del friuli;3706.552863088229;11;8;3.2710282802581787;4.728971719741821;10.8;0.22;2
Gris cuccana;Cervignano del friuli;12554.195464361374;18;8;37.09934997558594;29.099349975585938;11.6;0.15;0.4
Palmanova;Cervignano del friuli;7586.76483603194;18;8;26.880163192749023;18.880163192749023;10.9;0.18;0.4
Trivignano udinese;Cervignano del friuli;11074.323649479602;13;8;41.905914306640625;33.905914306640625;12.1;0.17;0.9
Ialmicco sede protezione civile regionale;Cervignano del friuli;6872.984764789326;33;8;26.88026237487793;18.88026237487793;10.4;0.27;2.2
Aquileia idrovora ca' padovano;Cervignano del friuli;11462.483077878589;25;8;-0.20078884065151215;8.200788840651512;10.4;0.21;1.6
Ca' viola;Cervignano del friuli;13423.041682186287;16;8;-1;9;11.5;0.18;1.6
Marano lagunare colomba;Cervignano del friuli;14060.120608803389;20;8;0;8;9.7;0.25;1.7
Ca' anfora;Cervignano del friuli;10102.070164541034;17;8;-2.7816812992095947;10.781681299209595;10.4;0.15;0.6
Grado sede g.i.t.;Cervignano del friuli;19763.64874979856;15;8;0.4218692481517792;7.578130751848221;9.8;0.18;1
Grado molo torpediniere;Cervignano del friuli;18862.565191740385;20;8;0.6536489725112915;7.3463510274887085;11.1;0.22;3.1
Grado valle cavarera;Cervignano del friuli;19287.532997251543;19;8;0.6634598970413208;7.336540102958679;10.8;0.22;2.8
Farra d'isonzo m. fortin;Cervignano del friuli;16677.164712672995;19;8;51.71792984008789;43.71792984008789;9.9;0.24;2.1
Ruda cimitero;Cervignano del friuli;5560.490484738083;19;8;8.37320327758789;0.3732032775878906;12;0.22;3.6
Fiumicello;Cervignano del friuli;10672.04566342835;17;8;0;8;10.9;0.15;0.7
Fossalon bonifica vittoria;Cervignano del friuli;17863.644608933322;22;8;-1;9;10.4;0.19;1.7
Capriva localita' la baita;Cervignano del friuli;17391.351971595846;20;8;53.29371643066406;45.29371643066406;10.2;0.26;2.2
Alberoni idrovora sacchetti;Cervignano del friuli;15847.331207243471;21;8;-0.009229229763150215;8.00922922976315;10;0.22;1.7
Monfalcone piscina comunale;Cervignano del friuli;14798.518321704258;22;8;0.9136075377464294;7.086392462253571;12.7;0.17;3.6
Tramonti di sotto scuole nuove;Chievolis;6659.306954087947;27;345;392.0475769042969;47.047576904296875;22.5;0.31;2.3
Ponte racli;Chievolis;1921.6939102296153;9;345;358.5740661621094;13.574066162109375;22.1;0.34;2.4
Preplans;Chievolis;5062.900663128483;7;345;317.1380920410156;27.861907958984375;21.5;0.34;2.5
Castellerio;Cividale del friuli;18518.548357237287;13;127;153.6357421875;26.6357421875;12.5;0.24;2.8
Rizzi;Cividale del friuli;17138.82865963947;17;127;117.85282897949219;9.1471710205078125;14.2;0.12;1
Udine castello;Cividale del friuli;14300.302144421481;15;127;114.83202362060547;12.167976379394531;11.1;0.27;3.2
Pasian di prato;Cividale del friuli;18872.62720138615;13;127;101.91656494140625;25.08343505859375;11.6;0.2;0.6
Tricesimo;Cividale del friuli;17795.442315156746;16;127;175.9977569580078;48.99775695800781;12;0.24;3.3
Adegliacco;Cividale del friuli;15307.527836208868;16;127;136.69041442871094;9.6904144287109375;12;0.26;3.3
Povoletto;Cividale del friuli;9805.342798304933;16;127;131.51287841796875;4.51287841796875;12.2;0.29;5.1
Togliano;Cividale del friuli;5068.574854916102;17;127;157.20269775390625;30.20269775390625;7.2;0.18;0.3
Cerneglons;Cividale del friuli;8355.46756203407;16;127;91.393829345703125;35.606170654296875;11.1;0.3;3.1
Orzano;Cividale del friuli;5235.737999960712;18;127;100.03337860107422;26.96662139892578;12.3;0.28;4.2
Azzida;Cividale del friuli;7153.1203298732735;16;127;176.23768615722656;49.23768615722656;12.1;0.28;3.1
Cividale istituto agrario;Cividale del friuli;1814.4397963424344;14;127;132.30323791503906;5.3032379150390625;11.5;0.27;2.8
Albana;Cividale del friuli;6481.3813611120095;18;127;134.72122192382812;7.721221923828125;11.4;0.27;3.1
Cormons;Cividale del friuli;13935.39801558931;17;127;79.207275390625;47.792724609375;12;0.21;0.5
Ponte della delizia casello c.b.c.m.;Codroipo;8885.939329230183;32;37;46.997962951660156;9.997962951660156;11;0.21;0.9
Ponte della delizia;Codroipo;8074.760380982294;16;37;43.79997634887695;6.799976348876953;10.4;0.26;2.3
Varmo casello idraulico c.b.b.f.;Codroipo;8318.80823865657;27;37;13.007050514221191;23.99294948577881;9.7;0.26;2
Latisana;Codroipo;19978.23466796848;8;37;5.5133056640625;31.4866943359375;11.6;0.15;3.7
San martino al tagliamento;Codroipo;14022.579416804841;22;37;69.169464111328125;32.169464111328125;11.4;0.25;0.8
Arzenutto;Codroipo;12492.394711706076;8;37;63.39314270019531;26.393142700195312;11.4;0.26;0.6
San vito al tagliamento ospedale;Codroipo;12360.091389777042;29;37;27.80974006652832;9.19025993347168;9.6;0.25;0.6
San vito al tagliamento cimitero;Codroipo;10778.174193508117;28;37;32.09159469604492;4.908405303955078;10.5;0.26;2.6
Sesto al reghena;Codroipo;18598.28585688287;14;37;10.6888427734375;26.3111572265625;10;0.2;0.5
Mure;Codroipo;19773.84459203813;7;37;8.119863510131836;28.880136489868164;10.1;0.26;2.2
Ariis centro e.t.p.;Codroipo;10937.183737640255;16;37;10.054102897644043;26.945897102355957;10.4;0.23;2
Latisana crosere;Codroipo;18510.520270401285;14;37;1.522046685218811;35.47795331478119;9.8;0.23;2.1
Rivarotta;Codroipo;16000.95186635362;7;37;2.0823349952697754;34.917665004730225;9.1;0.53;1
Pocenia zona industriale;Codroipo;15789.529713649603;21;37;5.951496601104736;31.048503398895264;11.9;0.21;3
Codroipo;Codroipo;2022.0462550518578;0;37;42.48942565917969;5.4894256591796875;10.1;0.24;0.2
Turrida;Codroipo;9606.423028456378;6;37;73.52359771728516;36.523597717285156;10.9;0.25;2.1
Lestizza;Codroipo;10286.554939548576;8;37;38.815711975097656;1.8157119750976562;9.9;0.27;2.3
Villacaccia;Codroipo;5726.991139009447;11;37;46.654701232910156;9.654701232910156;11.4;0.12;0.4
Rivolto;Codroipo;1457.7465014278753;6;37;37.384830474853516;0.3848304748535156;10.3;0.28;2.6
Talmassons;Codroipo;9167.935783638102;9;37;25.050640106201172;11.949359893798828;10.4;0.23;2
Pantianicco;Codroipo;7440.721864876197;9;37;69.67994689941406;32.67994689941406;11.9;0.27;3
Mortegliano;Codroipo;13742.657140066658;8;37;42.066070556640625;5.066070556640625;10.9;0.19;0.5
Castions di strada;Codroipo;15753.761148382782;15;37;20.14171028137207;16.85828971862793;11.1;0.17;0.3
Cormor paradiso;Codroipo;14565.35201519224;10;37;11.960711479187012;25.03928852081299;12.7;0.08;0.4
Sant'andrat del cormor;Codroipo;13062.925892504336;18;37;22.43624496459961;14.56375503540039;12.5;0.19;3.1
Zavattina;Codroipo;17987.37537605546;8;37;6.220213413238525;30.779786586761475;10.7;0.21;2.6
Risano case moschioni;Codroipo;19622.022902444183;18;37;62.54551315307617;25.545513153076172;11.1;0.2;0.5
Gris cuccana;Codroipo;18055.77051637703;12;37;37.09934997558594;0.0993499755859375;9;0.08;0.5
Tramonti di sopra;Enemonzo;12546.408344724092;13;438;438.9981689453125;0.9981689453125;18.8;0.2;1.7
Tramonti di sotto scuole nuove;Enemonzo;13579.434253698057;26;438;392.0475769042969;45.952423095703125;17.7;0.33;1.8
Esemon di sotto;Enemonzo;3406.855854405759;9;438;406.49676513671875;31.50323486328125;18.4;0.27;1.8
Villa santina;Enemonzo;3865.3565351991174;12;438;436.5908508300781;1.409149169921875;16.9;0.22;0.9
Cedarchis;Enemonzo;14281.389026283752;9;438;413.8949279785156;24.105072021484375;15.7;0.29;1.6
San francesco;Enemonzo;12281.532547470917;10;438;474.9407958984375;36.9407958984375;17.5;0.32;1.6
Artegna;Faedis;18871.87067004587;6;158;198.69320678710938;40.693206787109375;13.4;0.24;0.7
Magnano in riviera;Faedis;18064.38315102033;16;158;198.69320678710938;40.693206787109375;12.6;0.3;3
Fagagna poliambulatorio;Faedis;19802.95598997396;20;158;195.93162536621094;37.93162536621094;13.2;0.24;3.5
Colloredo di monte albano;Faedis;16368.001649111842;22;158;178.78968811035156;20.789688110351562;12.5;0.29;3
Alnicco;Faedis;14549.050300627212;7;158;169.3649139404297;11.364913940429688;12.3;0.27;2.9
Castellerio;Faedis;12856.98097402786;8;158;153.6357421875;4.3642578125;13;0.25;2
Moruzzo;Faedis;17537.595512390937;7;158;206.84463500976562;48.844635009765625;12.9;0.21;0.7
Rizzi;Faedis;12956.351032202987;5;158;117.85282897949219;40.14717102050781;13.9;0.18;0.7
Udine castello;Faedis;11836.701463951777;12;158;114.83202362060547;43.16797637939453;11.4;0.27;3
Tricesimo;Faedis;10868.649670002831;7;158;175.9977569580078;17.997756958007812;12;0.26;3.1
Adegliacco;Faedis;9800.428172975697;8;158;136.69041442871094;21.309585571289062;12;0.28;3
Zompitta presa c.b.l.t.;Faedis;8591.290949968115;21;158;189.82723999023438;31.827239990234375;13.8;0.23;2
Povoletto;Faedis;3592.8450702039213;8;158;131.51287841796875;26.48712158203125;12.6;0.3;4.6
Togliano;Faedis;3294.2311335340714;7;158;157.20269775390625;0.79730224609375;7.1;0.14;0.2
Azzida;Faedis;11162.105311020368;6;158;176.23768615722656;18.237686157226562;12.3;0.28;2.7
Cividale istituto agrario;Faedis;6610.745828712342;21;158;132.30323791503906;25.696762084960938;12.5;0.26;2
Albana;Faedis;14329.265423671957;6;158;134.72122192382812;23.278778076171875;11.7;0.27;2.9
Rauscedo stazione di pompaggio c.b.c.m.;Fagagna;19721.891523607545;35;148;104.90544128417969;43.09455871582031;13.2;0.2;1.1
Gemona canciane;Fagagna;18861.37818661563;12;148;189.93775939941406;41.93775939941406;13.6;0.27;2.2
Osoppo;Fagagna;14998.291696909502;7;148;168.62107849121094;20.621078491210938;13.9;0.24;2.9
Andreuzza;Fagagna;11397.59873497006;8;148;160.34323120117188;12.343231201171875;12.5;0.26;1.9
Pinzano;Fagagna;12934.486032443354;6;148;149.7477569580078;1.7477569580078125;12.3;0.28;1.8
Vacile;Fagagna;15143.734004528229;6;148;154.6710205078125;6.6710205078125;11.6;0.3;2
Baseglia;Fagagna;13649.282742588499;5;148;129.8436279296875;18.1563720703125;13.1;0.27;0.5
Barbeano;Fagagna;17446.247929006946;6;148;113.07208251953125;34.92791748046875;12.2;0.2;1
Istrago;Fagagna;15089.514923062285;6;148;129.85023498535156;18.149765014648438;11.9;0.26;0.7
Spilimbergo la favorita;Fagagna;14828.485535434816;20;148;121.96224212646484;26.037757873535156;11.7;0.35;3.9
San mauro;Fagagna;6223.079317480834;7;148;166.37451171875;18.37451171875;12.2;0.26;1.7
Fagagna poliambulatorio;Fagagna;2334.2309810892903;16;148;195.93162536621094;47.93162536621094;13.4;0.24;3
Colloredo di prato;Fagagna;7097.876336595486;17;148;103.91793823242188;44.082061767578125;11.8;0.3;3.9
Colloredo di monte albano;Fagagna;9132.17633038809;23;148;178.78968811035156;30.789688110351562;12.3;0.29;2.6
Alnicco;Fagagna;7334.17210414174;7;148;169.3649139404297;21.364913940429688;12.1;0.27;2.5
Castellerio;Fagagna;9016.222927390925;10;148;153.6357421875;5.6357421875;12.6;0.24;1.7
Rizzi;Fagagna;9796.62925174673;7;148;117.85282897949219;30.147171020507812;13.4;0.17;0.8
Udine castello;Fagagna;13252.059587903821;13;148;114.83202362060547;33.16797637939453;11.4;0.25;2.5
Pasian di prato;Fagagna;9864.37377141088;12;148;101.91656494140625;46.08343505859375;12;0.22;0.6
Tricesimo;Fagagna;12160.610137297797;9;148;175.9977569580078;27.997756958007812;12;0.25;2.6
Adegliacco;Fagagna;12074.578838545865;8;148;136.69041442871094;11.309585571289062;12;0.26;2.5
Zompitta presa c.b.l.t.;Fagagna;15990.536827111498;21;148;189.82723999023438;41.827239990234375;13.4;0.22;1.9
Povoletto;Fagagna;18344.36575792719;9;148;131.51287841796875;16.48712158203125;12.7;0.27;3.9
Andrazza;Forni di sopra;735.0386285495307;11;922;887.3804931640625;34.6195068359375;10.7;0.37;2
Pesariis;Forni di sopra;18731.980542754933;12;922;876.10784912109375;45.89215087890625;11.4;0.35;2.1
Planais;Fossalon;18045.56557524561;7;0;-0.07753685861825943;0.07753685861825943;9.3;0.22;0.3
Castions delle mure casali fabbrica;Fossalon;18188.13076865585;30;0;1.4943509101867676;1.4943509101867676;9;0.25;0.4
Torviscosa;Fossalon;18386.367065012626;8;0;2.9870262145996094;2.9870262145996094;10.7;0.17;1.6
Belvat;Fossalon;16026.822623571197;7;0;-1.075460433959961;1.075460433959961;10.1;0.2;0.4
Cervignano;Fossalon;14545.417233379902;9;0;3.2710282802581787;3.2710282802581787;9.8;0.23;0.9
Aquileia idrovora ca' padovano;Fossalon;8970.63477382785;26;0;-0.20078884065151215;0.20078884065151215;9.3;0.24;0.8
Ca' viola;Fossalon;4530.47302390229;8;0;-1;1;10.1;0.25;0.9
Ca' anfora;Fossalon;12347.79931089695;8;0;-2.7816812992095947;2.7816812992095947;10.3;0.15;0.3
Grado sede g.i.t.;Fossalon;6569.49080256332;15;0;0.4218692481517792;0.4218692481517792;8.3;0.27;0.5
Grado molo torpediniere;Fossalon;6851.274053628611;19;0;0.6536489725112915;0.6536489725112915;10.2;0.22;1.5
Grado valle cavarera;Fossalon;4410.247210108607;17;0;0.6634598970413208;0.6634598970413208;9.9;0.22;1.3
Gradisca d'isonzo;Fossalon;19118.80939331955;13;0;28.20496368408203;28.20496368408203;8.1;0.22;0.1
Ruda cimitero;Fossalon;13725.485475205933;13;0;8.37320327758789;8.37320327758789;11.5;0.19;1.7
Fiumicello;Fossalon;7096.598941838331;8;0;0;0;9.8;0.18;0.7
Fossalon bonifica vittoria;Fossalon;3643.4859838698753;18;0;-1;1;8.7;0.27;0.8
Monfalcone;Fossalon;11915.99036126493;5;0;4.997217178344727;4.997217178344727;18.2;0.03;1.3
Alberoni idrovora sacchetti;Fossalon;8197.290780072139;24;0;-0.009229229763150215;0.009229229763150215;8.7;0.26;0.8
Monfalcone piscina comunale;Fossalon;9975.55067774359;22;0;0.9136075377464294;0.9136075377464294;12.3;0.15;1.8
Gemona canciane;Gemona del friuli;1196.532353964824;9;184;189.93775939941406;5.9377593994140625;14.8;0.31;2.3
Osoppo;Gemona del friuli;4805.804048082221;16;184;168.62107849121094;15.378921508789062;14.6;0.29;3
Artegna;Gemona del friuli;3945.754971453012;16;184;198.69320678710938;14.693206787109375;14.3;0.24;0.5
Magnano in riviera;Gemona del friuli;4763.988941466379;15;184;198.69320678710938;14.693206787109375;13.8;0.34;2.7
Andreuzza;Gemona del friuli;6976.865999512857;14;184;160.34323120117188;23.656768798828125;14.1;0.29;3.6
Pinzano;Gemona del friuli;16174.796356322184;16;184;149.7477569580078;34.25224304199219;14.1;0.31;2.5
San daniele del friuli;Gemona del friuli;14302.703285381776;10;184;201.00848388671875;17.00848388671875;13.6;0.35;3.2
San mauro;Gemona del friuli;14712.885015100532;14;184;166.37451171875;17.62548828125;14.3;0.27;2.5
Fagagna poliambulatorio;Gemona del friuli;16458.69147272767;16;184;195.93162536621094;11.931625366210938;15.3;0.26;3.5
Zeglianutto;Gemona del friuli;7647.934840617329;15;184;216.46371459960938;32.463714599609375;13.9;0.31;1
Collalto borgo di sotto;Gemona del friuli;9925.248939164021;21;184;210.4383087158203;26.438308715820312;14.4;0.28;2.7
Colloredo di monte albano;Gemona del friuli;10671.095771640883;21;184;178.78968811035156;5.2103118896484375;14;0.3;2.9
Alnicco;Gemona del friuli;16317.436001593496;15;184;169.3649139404297;14.635086059570312;14.2;0.27;3
Castellerio;Gemona del friuli;16543.693061226506;12;184;153.6357421875;30.3642578125;14.8;0.23;2.6
Tricesimo;Gemona del friuli;14134.169874405588;15;184;175.9977569580078;8.0022430419921875;14.1;0.26;3.2
Adegliacco;Gemona del friuli;18212.043707327262;15;184;136.69041442871094;47.30958557128906;14.2;0.27;3.1
Zompitta presa c.b.l.t.;Gemona del friuli;14314.869498536102;17;184;189.82723999023438;5.827239990234375;14.9;0.23;2.5
Attimis borgo faris;Gemona del friuli;18026.95954796716;16;184;220.558349609375;36.558349609375;15.3;0.23;2.4
Varmo casello idraulico c.b.b.f.;Gorgo;16226.51317954887;29;5;13.007050514221191;8.007050514221191;11.2;0.25;2.2
Latisana;Gorgo;4510.097312404747;8;5;5.5133056640625;0.5133056640625;10.8;0.2;2.5
Ariis centro e.t.p.;Gorgo;15824.024730912375;18;5;10.054102897644043;5.054102897644043;11.6;0.24;2.3
Latisana crosere;Gorgo;5592.1824485211755;15;5;1.522046685218811;3.477953314781189;11.2;0.24;2.2
Pocenia zona industriale;Gorgo;12917.035765701485;22;5;5.951496601104736;0.9514966011047363;11.2;0.26;2.2
Zavattina;Gorgo;15253.752717590203;9;5;6.220213413238525;1.2202134132385254;11.2;0.25;2.2
